"peak_id","chr","start","end","width","replicate_count","gene","gene_id","annotation","distance_to_TSS","nearest_DMR_distance","has_overlapping_DMR","has_nearby_DMR_5kb","overlapping_DMR_logFC","overlapping_DMR_direction"
"TEAD1_peak_5788","chr2",235070021,235070529,509,3,"SH3BP4","23677","Distal Intergenic",75181,1971,FALSE,TRUE,NA,NA
"TEAD1_peak_5789","chr2",235098939,235099217,279,2,"LOC124907998","124907998","Distal Intergenic",-78679,25938,FALSE,FALSE,NA,NA
"TEAD1_peak_5790","chr2",235149319,235149602,284,3,"LOC124907998","124907998","Distal Intergenic",-28294,3398,FALSE,TRUE,NA,NA
"TEAD1_peak_5791","chr2",235170798,235171083,286,2,"LOC124907998","124907998","Distal Intergenic",-6813,14797,FALSE,FALSE,NA,NA
"TEAD1_peak_5792","chr2",235236042,235236201,160,3,"LOC124907998","124907998","Distal Intergenic",58146,25799,FALSE,FALSE,NA,NA
"TEAD1_peak_5793","chr2",235605900,235606204,305,3,"AGAP1","116987","Intron (ENST00000304032.13/116987, intron 1 of 17)",-63400,3296,FALSE,TRUE,NA,NA
"TEAD1_peak_5794","chr2",235940550,235940674,125,2,"AGAP1","116987","Intron (ENST00000304032.13/116987, intron 12 of 17)",-99938,2549,FALSE,TRUE,NA,NA
"TEAD1_peak_5795","chr2",236175315,236175520,206,2,"GBX2","2637","Intron (ENST00000686834.1/124908000, intron 1 of 1)",-6929,1980,FALSE,TRUE,NA,NA
"TEAD1_peak_5796","chr2",236642584,236642960,377,3,"ACKR3","57007","Distal Intergenic",72759,1583,FALSE,TRUE,NA,NA
"TEAD1_peak_5797","chr2",236661168,236661704,537,3,"ACKR3","57007","Distal Intergenic",91343,3796,FALSE,TRUE,NA,NA
"TEAD1_peak_5798","chr2",236663524,236664257,734,3,"ACKR3","57007","Distal Intergenic",93699,1243,FALSE,TRUE,NA,NA
"TEAD1_peak_5799","chr2",236676246,236676429,184,3,"ACKR3","57007","Distal Intergenic",106421,10245,FALSE,FALSE,NA,NA
"TEAD1_peak_5800","chr2",236744323,236744697,375,3,"ACKR3","57007","Intron (ENST00000455068.1/ENST00000455068.1, intron 1 of 2)",174498,27803,FALSE,FALSE,NA,NA
"TEAD1_peak_5801","chr2",236768498,236769033,536,3,"ACKR3","57007","Distal Intergenic",198673,3467,FALSE,TRUE,NA,NA
"TEAD1_peak_5802","chr2",236769869,236770489,621,3,"ACKR3","57007","Distal Intergenic",200044,2011,FALSE,TRUE,NA,NA
"TEAD1_peak_5803","chr2",236868009,236868220,212,2,"LOC93463","93463","Distal Intergenic",187947,43280,FALSE,FALSE,NA,NA
"TEAD1_peak_5804","chr2",237223320,237223605,286,3,"LOC105373953","105373953","Distal Intergenic",-33486,50819,FALSE,FALSE,NA,NA
"TEAD1_peak_5805","chr2",237390013,237390400,388,2,"COL6A3","1293","Promoter (1-2kb)",-1936,2012,FALSE,TRUE,NA,NA
"TEAD1_peak_5806","chr2",237432673,237433050,378,2,"COL6A3","1293","Intron (ENST00000409910.1/ENST00000409910.1, intron 2 of 2)",-18345,3450,FALSE,TRUE,NA,NA
"TEAD1_peak_5807","chr2",237489525,237489762,238,2,"MLPH","79083","Promoter (2-3kb)",2249,13238,FALSE,FALSE,NA,NA
"TEAD1_peak_5808","chr2",237500814,237501177,364,3,"MLPH","79083","Intron (ENST00000422695.5/79083, intron 4 of 5)",-8893,1823,FALSE,TRUE,NA,NA
"TEAD1_peak_5809","chr2",237616426,237616873,448,2,"LRRFIP1","9208","Intron (ENST00000417947.1/ENST00000417947.1, intron 1 of 1)",-10714,11425,FALSE,FALSE,NA,NA
"TEAD1_peak_5810","chr2",238434473,238434808,336,3,"ASB1","51665","Promoter (<=1kb)",-361,472,FALSE,TRUE,NA,NA
"TEAD1_peak_5811","chr2",238439295,238439736,442,2,"ASB1","51665","Intron (ENST00000463352.5/51665, intron 3 of 3)",4126,5294,FALSE,FALSE,NA,NA
"TEAD1_peak_5812","chr2",238456950,238457405,456,3,"ASB1","51665","Exon (ENST00000614692.1/ENST00000614692.1, exon 2 of 2)",21781,5949,FALSE,FALSE,NA,NA
"TEAD1_peak_5813","chr2",238499997,238500557,561,3,"LINC01937","105373962","Distal Intergenic",-53984,12496,FALSE,FALSE,NA,NA
"TEAD1_peak_5814","chr2",238527609,238527992,384,3,"LINC01937","105373962","Intron (ENST00000446979.1/151171, intron 2 of 2)",-26549,32508,FALSE,FALSE,NA,NA
"TEAD1_peak_5815","chr2",238597214,238597406,193,3,"LINC01107","151171","Intron (ENST00000653335.1/105373962, intron 2 of 2)",-42160,21213,FALSE,FALSE,NA,NA
"TEAD1_peak_5816","chr2",238644643,238645027,385,2,"LINC01937","105373962","Intron (ENST00000653335.1/105373962, intron 2 of 2)",-75297,7473,FALSE,FALSE,NA,NA
"TEAD1_peak_5817","chr2",238684548,238685129,582,3,"LINC01937","105373962","Intron (ENST00000653335.1/105373962, intron 2 of 2)",-35195,16371,FALSE,FALSE,NA,NA
"TEAD1_peak_5818","chr2",238727837,238728343,507,2,"LOC105373963","105373963","Intron (ENST00000653335.1/105373962, intron 2 of 2)",-5294,25836,FALSE,FALSE,NA,NA
"TEAD1_peak_5819","chr2",238728658,238729222,565,3,"LOC105373963","105373963","Intron (ENST00000653335.1/105373962, intron 2 of 2)",-6115,26657,FALSE,FALSE,NA,NA
"TEAD1_peak_5820","chr2",239195385,239196166,782,3,"HDAC4","9759","Exon (ENST00000653060.1/ENST00000653060.1, exon 2 of 2)",-4329,384,FALSE,TRUE,NA,NA
"TEAD1_peak_5821","chr2",239267632,239267915,284,3,"HDAC4","9759","Intron (ENST00000345617.7/9759, intron 2 of 26)",30615,6131,FALSE,FALSE,NA,NA
"TEAD1_peak_5822","chr2",239274560,239274750,191,2,"HDAC4","9759","Intron (ENST00000345617.7/9759, intron 2 of 26)",23780,2750,FALSE,TRUE,NA,NA
"TEAD1_peak_5823","chr2",239344072,239344783,712,3,"MIR2467","100616360","Intron (ENST00000345617.7/9759, intron 2 of 26)",7021,71,FALSE,TRUE,NA,NA
"TEAD1_peak_5824","chr2",239700938,239701279,342,3,"LOC150935","150935","Distal Intergenic",-61581,105437,FALSE,FALSE,NA,NA
"TEAD1_peak_5825","chr2",239909915,239910213,299,3,"MIR4786","100616417","Intron (ENST00000419408.5/4705, intron 4 of 5)",32881,18287,FALSE,FALSE,NA,NA
"TEAD1_peak_5826","chr2",239927521,239927723,203,3,"MIR4786","100616417","Intron (ENST00000419408.5/4705, intron 4 of 5)",15371,777,FALSE,TRUE,NA,NA
"TEAD1_peak_5827","chr2",240369983,240370371,389,2,"GPC1","2817","Distal Intergenic",-65292,2482,FALSE,TRUE,NA,NA
"TEAD1_peak_5828","chr2",241547223,241547438,216,3,"BOK","666","Intron (ENST00000434306.1/100379249, intron 1 of 1)",-3986,1222,FALSE,TRUE,NA,NA
"TEAD1_peak_5829","chr2",241681146,241681375,230,2,"DTYMK","1841","Intron (ENST00000305784.7/1841, intron 2 of 4)",4502,1645,FALSE,TRUE,NA,NA
"TEAD1_peak_5830","chr2",241833173,241833531,359,3,"LOC124905350","124905350","Distal Intergenic",-10849,37172,FALSE,FALSE,NA,NA
"TEAD1_peak_5831","chr2",242070154,242070402,249,2,"LINC01880","105373979","Intron (ENST00000415434.5/101927289, intron 3 of 3)",13729,82653,FALSE,FALSE,NA,NA
"TEAD1_peak_5832","chr20",400247,400448,202,2,"RBCK1","10616","Distal Intergenic",-7050,1246,FALSE,TRUE,NA,NA
"TEAD1_peak_5833","chr20",856489,856758,270,2,"FAM110A","83541","3' UTR",15214,204488,FALSE,FALSE,NA,NA
"TEAD1_peak_5834","chr20",1775075,1775301,227,2,"LOC100289473","100289473","Intron (ENST00000671643.1/124904858, intron 1 of 2)",4445,113199,FALSE,FALSE,NA,NA
"TEAD1_peak_5835","chr20",1809077,1809568,492,3,"LOC124904858","124904858","Promoter (1-2kb)",1083,78932,FALSE,FALSE,NA,NA
"TEAD1_peak_5836","chr20",1811375,1811943,569,3,"LOC124904858","124904858","Promoter (<=1kb)",-526,76557,FALSE,FALSE,NA,NA
"TEAD1_peak_5837","chr20",1816367,1816973,607,3,"LOC124904858","124904858","Intron (ENST00000661517.1/ENST00000661517.1, intron 1 of 3)",-5518,71527,FALSE,FALSE,NA,NA
"TEAD1_peak_5838","chr20",1828118,1828393,276,2,"LOC124904858","124904858","Distal Intergenic",-17269,60107,FALSE,FALSE,NA,NA
"TEAD1_peak_5839","chr20",2831901,2832193,293,2,"PCED1A","64773","Distal Intergenic",6173,31307,FALSE,FALSE,NA,NA
"TEAD1_peak_5840","chr20",3313005,3313480,476,3,"DNAAF9","25943","Promoter (2-3kb)",2610,13504,FALSE,FALSE,NA,NA
"TEAD1_peak_5841","chr20",3315030,3315265,236,3,"DNAAF9","25943","Promoter (<=1kb)",825,15529,FALSE,FALSE,NA,NA
"TEAD1_peak_5842","chr20",3904064,3904304,241,2,"PANK2","80025","Intron (ENST00000497424.5/80025, intron 1 of 6)",-4386,8563,FALSE,FALSE,NA,NA
"TEAD1_peak_5843","chr20",4083379,4083634,256,2,"SMOX","54498","Distal Intergenic",-37346,36866,FALSE,FALSE,NA,NA
"TEAD1_peak_5844","chr20",4085447,4085765,319,2,"SMOX","54498","Distal Intergenic",-35215,34735,FALSE,FALSE,NA,NA
"TEAD1_peak_5845","chr20",4225770,4226331,562,3,"ADRA1D","146","Intron (ENST00000379453.6/146, intron 1 of 1)",-3389,669,FALSE,TRUE,NA,NA
"TEAD1_peak_5846","chr20",4341888,4342325,438,3,"ADRA1D","146","Distal Intergenic",-92601,81675,FALSE,FALSE,NA,NA
"TEAD1_peak_5847","chr20",4444143,4445077,935,3,"ADRA1D","146","Distal Intergenic",-194856,19642,FALSE,FALSE,NA,NA
"TEAD1_peak_5848","chr20",4513091,4513311,221,3,"PRNP","5621","Intron (ENST00000419863.1/ENST00000419863.1, intron 1 of 1)",-173039,88590,FALSE,FALSE,NA,NA
"TEAD1_peak_5849","chr20",4573965,4574039,75,2,"PRNP","5621","Distal Intergenic",-112311,80961,FALSE,FALSE,NA,NA
"TEAD1_peak_5850","chr20",4703733,4704438,706,3,"PRNP","5621","Distal Intergenic",17190,14062,FALSE,FALSE,NA,NA
"TEAD1_peak_5851","chr20",4720143,4720387,245,3,"PRND","23627","Promoter (1-2kb)",-1522,1142,FALSE,TRUE,NA,NA
"TEAD1_peak_5852","chr20",5612865,5613197,333,3,"GPCPD1","56261","Promoter (1-2kb)",-1859,120303,FALSE,FALSE,NA,NA
"TEAD1_peak_5853","chr20",6533916,6534290,375,3,"CASC20","101929244","Distal Intergenic",87193,9210,FALSE,FALSE,NA,NA
"TEAD1_peak_5854","chr20",7883409,7883825,417,2,"HAO1","54363","3' UTR",56633,144175,FALSE,FALSE,NA,NA
"TEAD1_peak_5855","chr20",8275378,8275506,129,2,"PLCB1-IT1","100874337","Intron (ENST00000637919.1/23236, intron 2 of 32)",26653,156494,FALSE,FALSE,NA,NA
"TEAD1_peak_5856","chr20",8344831,8345014,184,2,"PLCB1","23236","Intron (ENST00000637919.1/23236, intron 2 of 32)",-26066,86986,FALSE,FALSE,NA,NA
"TEAD1_peak_5857","chr20",8379493,8380038,546,2,"PLCB1","23236","Intron (ENST00000637919.1/23236, intron 3 of 32)",8413,51962,FALSE,FALSE,NA,NA
"TEAD1_peak_5858","chr20",8388218,8388590,373,3,"PLCB1","23236","Intron (ENST00000637919.1/23236, intron 3 of 32)",17138,43410,FALSE,FALSE,NA,NA
"TEAD1_peak_5859","chr20",8528116,8528545,430,3,"PLCB1","23236","Intron (ENST00000637919.1/23236, intron 3 of 32)",-72170,95615,FALSE,FALSE,NA,NA
"TEAD1_peak_5860","chr20",8589906,8590258,353,3,"PLCB1","23236","Intron (ENST00000637919.1/23236, intron 3 of 32)",-10457,157405,FALSE,FALSE,NA,NA
"TEAD1_peak_5861","chr20",8693744,8694611,868,3,"PLCB1","23236","Intron (ENST00000637919.1/23236, intron 10 of 32)",-21251,85889,FALSE,FALSE,NA,NA
"TEAD1_peak_5862","chr20",9015874,9016190,317,3,"PLCB4","5332","Distal Intergenic",-51635,234873,FALSE,FALSE,NA,NA
"TEAD1_peak_5863","chr20",9051594,9051774,181,3,"PLCB4","5332","Distal Intergenic",-16051,270593,FALSE,FALSE,NA,NA
"TEAD1_peak_5864","chr20",9241369,9241546,178,2,"PLCB4","5332","Intron (ENST00000378501.3/5332, intron 2 of 37)",-66254,264954,FALSE,FALSE,NA,NA
"TEAD1_peak_5865","chr20",9945514,9945746,233,2,"PARAL1","101929371","Distal Intergenic",-40342,311254,FALSE,FALSE,NA,NA
"TEAD1_peak_5866","chr20",10093193,10093382,190,2,"SNAP25-AS1","100131208","Intron (ENST00000661614.1/100131208, intron 3 of 4)",-57869,163618,FALSE,FALSE,NA,NA
"TEAD1_peak_5867","chr20",10283012,10283406,395,3,"SNAP25","6616","Promoter (<=1kb)",630,12511,FALSE,FALSE,NA,NA
"TEAD1_peak_5868","chr20",10351109,10351631,523,3,"SNAP25-AS1","100131208","Intron (ENST00000421143.6/100131208, intron 1 of 3)",17088,54608,FALSE,FALSE,NA,NA
"TEAD1_peak_5869","chr20",10415133,10415381,249,2,"MKKS","8195","Intron (ENST00000347364.7/8195, intron 2 of 5)",16541,7619,FALSE,FALSE,NA,NA
"TEAD1_peak_5870","chr20",10490781,10491019,239,2,"SLX4IP","128710","Intron (ENST00000334534.10/128710, intron 2 of 7)",55476,0,TRUE,TRUE,-2.9060974202047,"Hypo"
"TEAD1_peak_5871","chr20",10555891,10556209,319,3,"SLX4IP","128710","Intron (ENST00000334534.10/128710, intron 2 of 7)",-42466,5791,FALSE,FALSE,NA,NA
"TEAD1_peak_5872","chr20",10573088,10573539,452,3,"SLX4IP","128710","Intron (ENST00000334534.10/128710, intron 4 of 7)",-25136,10587,FALSE,FALSE,NA,NA
"TEAD1_peak_5873","chr20",10598603,10598935,333,2,"SLX4IP","128710","Promoter (<=1kb)",0,9065,FALSE,FALSE,NA,NA
"TEAD1_peak_5874","chr20",10604442,10604748,307,2,"SLX4IP","128710","Intron (ENST00000334534.10/128710, intron 6 of 7)",5767,3252,FALSE,TRUE,NA,NA
"TEAD1_peak_5875","chr20",10666991,10667282,292,2,"JAG1","182","Intron (ENST00000254958.10/182, intron 2 of 25)",-4485,19990,FALSE,FALSE,NA,NA
"TEAD1_peak_5876","chr20",10848999,10849343,345,3,"LOC101929413","101929413","Intron (ENST00000667822.1/ENST00000667822.1, intron 1 of 1)",46978,39157,FALSE,FALSE,NA,NA
"TEAD1_peak_5877","chr20",10863280,10864036,757,3,"LOC101929413","101929413","Intron (ENST00000667822.1/ENST00000667822.1, intron 1 of 1)",32285,24464,FALSE,FALSE,NA,NA
"TEAD1_peak_5878","chr20",11001840,11002019,180,2,"LINC02871","728434","Intron (ENST00000659767.1/728434, intron 2 of 4)",3253,112839,FALSE,FALSE,NA,NA
"TEAD1_peak_5879","chr20",11020689,11020742,54,2,"LINC02871","728434","Intron (ENST00000659767.1/728434, intron 2 of 4)",-5701,131688,FALSE,FALSE,NA,NA
"TEAD1_peak_5880","chr20",11120470,11120698,229,2,"LINC02871","728434","Distal Intergenic",94027,31802,FALSE,FALSE,NA,NA
"TEAD1_peak_5881","chr20",11140483,11140726,244,3,"LINC02871","728434","Distal Intergenic",114040,11774,FALSE,FALSE,NA,NA
"TEAD1_peak_5882","chr20",11144049,11144378,330,3,"LINC02871","728434","Distal Intergenic",117606,8122,FALSE,FALSE,NA,NA
"TEAD1_peak_5883","chr20",11153539,11154509,971,3,"LOC339593","339593","Distal Intergenic",118876,538,FALSE,TRUE,NA,NA
"TEAD1_peak_5884","chr20",11207754,11208642,889,3,"LOC339593","339593","Distal Intergenic",64743,54753,FALSE,FALSE,NA,NA
"TEAD1_peak_5885","chr20",11229893,11230125,233,2,"LOC339593","339593","Distal Intergenic",43260,76892,FALSE,FALSE,NA,NA
"TEAD1_peak_5886","chr20",11235258,11235393,136,2,"LOC339593","339593","Intron (ENST00000444792.1/339593, intron 7 of 7)",37992,82257,FALSE,FALSE,NA,NA
"TEAD1_peak_5887","chr20",11329248,11329500,253,2,"LOC339593","339593","Distal Intergenic",-27723,176247,FALSE,FALSE,NA,NA
"TEAD1_peak_5888","chr20",11352066,11352389,324,3,"LOC339593","339593","Distal Intergenic",-50541,199065,FALSE,FALSE,NA,NA
"TEAD1_peak_5889","chr20",11387383,11387623,241,3,"LOC339593","339593","Distal Intergenic",-85858,234382,FALSE,FALSE,NA,NA
"TEAD1_peak_5890","chr20",11432448,11432620,173,2,"LOC339593","339593","Distal Intergenic",-130923,279447,FALSE,FALSE,NA,NA
"TEAD1_peak_5891","chr20",11455425,11455766,342,2,"LOC339593","339593","Distal Intergenic",-153900,302424,FALSE,FALSE,NA,NA
"TEAD1_peak_5892","chr20",11474027,11474279,253,3,"LOC339593","339593","Distal Intergenic",-172502,321026,FALSE,FALSE,NA,NA
"TEAD1_peak_5893","chr20",11500567,11500775,209,2,"LOC107985384","107985384","Distal Intergenic",186548,347566,FALSE,FALSE,NA,NA
"TEAD1_peak_5894","chr20",11522277,11522798,522,3,"LOC107985384","107985384","Distal Intergenic",164525,369276,FALSE,FALSE,NA,NA
"TEAD1_peak_5895","chr20",11543341,11543904,564,3,"LOC107985384","107985384","Distal Intergenic",143419,390340,FALSE,FALSE,NA,NA
"TEAD1_peak_5896","chr20",11675849,11676118,270,2,"LOC107985384","107985384","Distal Intergenic",11205,522848,FALSE,FALSE,NA,NA
"TEAD1_peak_5897","chr20",11766836,11767479,644,3,"LINC00687","728450","Distal Intergenic",60210,575521,FALSE,FALSE,NA,NA
"TEAD1_peak_5898","chr20",11777461,11778428,968,3,"LINC00687","728450","Distal Intergenic",49261,564572,FALSE,FALSE,NA,NA
"TEAD1_peak_5899","chr20",11791773,11792842,1070,3,"LINC00687","728450","Distal Intergenic",34847,550158,FALSE,FALSE,NA,NA
"TEAD1_peak_5900","chr20",11807226,11807607,382,2,"LINC00687","728450","Intron (ENST00000558175.1/ENST00000558175.1, intron 1 of 1)",20082,535393,FALSE,FALSE,NA,NA
"TEAD1_peak_5901","chr20",11832796,11833350,555,3,"LINC00687","728450","Intron (ENST00000659465.1/728450, intron 1 of 1)",-5107,509650,FALSE,FALSE,NA,NA
"TEAD1_peak_5902","chr20",11901217,11901347,131,2,"BTBD3","22903","Intron (ENST00000254977.7/22903, intron 1 of 4)",8724,441653,FALSE,FALSE,NA,NA
"TEAD1_peak_5903","chr20",11992283,11992805,523,3,"BTBD3","22903","Distal Intergenic",70717,350195,FALSE,FALSE,NA,NA
"TEAD1_peak_5904","chr20",11996088,11996624,537,3,"BTBD3","22903","Distal Intergenic",74522,346376,FALSE,FALSE,NA,NA
"TEAD1_peak_5905","chr20",12068113,12068463,351,3,"BTBD3","22903","Distal Intergenic",146547,274537,FALSE,FALSE,NA,NA
"TEAD1_peak_5906","chr20",12113293,12113977,685,3,"BTBD3","22903","Distal Intergenic",191727,229023,FALSE,FALSE,NA,NA
"TEAD1_peak_5907","chr20",12172450,12172671,222,2,"LOC107985406","107985406","Distal Intergenic",145550,170329,FALSE,FALSE,NA,NA
"TEAD1_peak_5908","chr20",12237956,12238168,213,3,"LOC107985406","107985406","Distal Intergenic",80053,104832,FALSE,FALSE,NA,NA
"TEAD1_peak_5909","chr20",12575544,12575910,367,2,"LOC107985406","107985406","Distal Intergenic",-257323,30090,FALSE,FALSE,NA,NA
"TEAD1_peak_5910","chr20",13030136,13030327,192,2,"SPTLC3","55304","Intron (ENST00000399002.7/55304, intron 1 of 11)",20787,191673,FALSE,FALSE,NA,NA
"TEAD1_peak_5911","chr20",13331637,13331834,198,2,"ISM1-AS1","100505536","Distal Intergenic",-91963,32136,FALSE,FALSE,NA,NA
"TEAD1_peak_5912","chr20",13462013,13462512,500,3,"TASP1","55617","Intron (ENST00000480436.5/55617, intron 11 of 13)",167499,162512,FALSE,FALSE,NA,NA
"TEAD1_peak_5913","chr20",13468323,13468612,290,3,"TASP1","55617","Intron (ENST00000480436.5/55617, intron 11 of 13)",161399,168822,FALSE,FALSE,NA,NA
"TEAD1_peak_5914","chr20",13491859,13492408,550,3,"TASP1","55617","Intron (ENST00000480436.5/55617, intron 10 of 13)",137603,192358,FALSE,FALSE,NA,NA
"TEAD1_peak_5915","chr20",13643859,13644447,589,3,"TASP1","55617","Distal Intergenic",-4927,131053,FALSE,FALSE,NA,NA
"TEAD1_peak_5916","chr20",14449310,14449536,227,2,"MACROD2","140733","Intron (ENST00000217246.8/140733, intron 3 of 16)",-43943,275809,FALSE,FALSE,NA,NA
"TEAD1_peak_5917","chr20",15195530,15195738,209,2,"MACROD2","140733","Promoter (1-2kb)",-1120,82529,FALSE,FALSE,NA,NA
"TEAD1_peak_5918","chr20",15220863,15221574,712,3,"MACROD2","140733","Intron (ENST00000217246.8/140733, intron 5 of 16)",24005,107862,FALSE,FALSE,NA,NA
"TEAD1_peak_5919","chr20",15240939,15241141,203,2,"MACROD2","140733","Intron (ENST00000217246.8/140733, intron 6 of 16)",44081,127938,FALSE,FALSE,NA,NA
"TEAD1_peak_5920","chr20",15795121,15795186,66,2,"MACROD2","140733","Intron (ENST00000217246.8/140733, intron 8 of 16)",-138090,163620,FALSE,FALSE,NA,NA
"TEAD1_peak_5921","chr20",15795234,15795956,723,3,"MACROD2","140733","Intron (ENST00000217246.8/140733, intron 8 of 16)",-137320,163733,FALSE,FALSE,NA,NA
"TEAD1_peak_5922","chr20",16111335,16111593,259,3,"LOC613266","613266","Distal Intergenic",-125459,145907,FALSE,FALSE,NA,NA
"TEAD1_peak_5923","chr20",17543036,17543616,581,3,"BFSP1","631","Intron (ENST00000377868.6/631, intron 1 of 7)",-11657,75884,FALSE,FALSE,NA,NA
"TEAD1_peak_5924","chr20",17565280,17565478,199,3,"BFSP1","631","Intron (ENST00000473415.1/631, intron 1 of 6)",3742,54022,FALSE,FALSE,NA,NA
"TEAD1_peak_5925","chr20",17569158,17569386,229,2,"BFSP1","631","Promoter (<=1kb)",0,50114,FALSE,FALSE,NA,NA
"TEAD1_peak_5926","chr20",17689004,17689205,202,2,"BANF2","140836","Distal Intergenic",-4467,69003,FALSE,FALSE,NA,NA
"TEAD1_peak_5927","chr20",17843334,17843751,418,2,"SNX5","27131","Distal Intergenic",99871,6333,FALSE,FALSE,NA,NA
"TEAD1_peak_5928","chr20",17850017,17850176,160,2,"SNX5","27131","Distal Intergenic",93446,13016,FALSE,FALSE,NA,NA
"TEAD1_peak_5929","chr20",18001715,18001958,244,3,"MGME1","92667","Intron (ENST00000486776.5/58495, intron 2 of 3)",31658,1214,FALSE,TRUE,NA,NA
"TEAD1_peak_5930","chr20",18252536,18252933,398,3,"LOC105372551","105372551","Distal Intergenic",18136,63067,FALSE,FALSE,NA,NA
"TEAD1_peak_5931","chr20",18585269,18585575,307,2,"DTD1","92675","Promoter (2-3kb)",-2367,58268,FALSE,FALSE,NA,NA
"TEAD1_peak_5932","chr20",19815568,19815756,189,2,"RIN2","54453","Intron (ENST00000432334.2/54453, intron 3 of 3)",15995,83567,FALSE,FALSE,NA,NA
"TEAD1_peak_5933","chr20",19849556,19850081,526,2,"RIN2","54453","Intron (ENST00000432334.2/54453, intron 3 of 3)",-36440,117555,FALSE,FALSE,NA,NA
"TEAD1_peak_5934","chr20",19976967,19977532,566,3,"NAA20","51126","Intron (ENST00000255006.12/54453, intron 9 of 12)",-39778,19968,FALSE,FALSE,NA,NA
"TEAD1_peak_5935","chr20",19993022,19993658,637,3,"NAA20","51126","Intron (ENST00000255006.12/54453, intron 11 of 12)",-23652,3842,FALSE,TRUE,NA,NA
"TEAD1_peak_5936","chr20",20211423,20211870,448,3,"CFAP61","26074","Intron (ENST00000245957.10/26074, intron 17 of 26)",-8253,175130,FALSE,FALSE,NA,NA
"TEAD1_peak_5937","chr20",20492597,20492799,203,3,"RALGAPA2","57186","Intron (ENST00000202677.12/57186, intron 36 of 39)",19801,37096,FALSE,FALSE,NA,NA
"TEAD1_peak_5938","chr20",21183228,21183430,203,2,"KIZ","55857","Intron (ENST00000619574.4/55857, intron 4 of 10)",21145,41070,FALSE,FALSE,NA,NA
"TEAD1_peak_5939","chr20",21436255,21436600,346,3,"LOC105372558","105372558","Distal Intergenic",37362,7900,FALSE,FALSE,NA,NA
"TEAD1_peak_5940","chr20",23515403,23515590,188,2,"CST13P","164380","Intron (ENST00000619495.1/ENST00000619495.1, intron 1 of 1)",-3556,98902,FALSE,FALSE,NA,NA
"TEAD1_peak_5941","chr20",24610313,24610529,217,2,"SYNDIG1","79953","Intron (ENST00000376862.4/79953, intron 3 of 3)",25411,2971,FALSE,TRUE,NA,NA
"TEAD1_peak_5942","chr20",24672650,24673193,544,3,"SYNDIG1","79953","Distal Intergenic",87748,807,FALSE,TRUE,NA,NA
"TEAD1_peak_5943","chr20",24673763,24674032,270,2,"SYNDIG1","79953","Distal Intergenic",88861,0,TRUE,TRUE,5.52797152180383,"Hyper"
"TEAD1_peak_5944","chr20",25032815,25033074,260,2,"ACSS1","84532","Promoter (<=1kb)",-109,7926,FALSE,FALSE,NA,NA
"TEAD1_peak_5945","chr20",25136731,25136914,184,2,"LOC284798","284798","Distal Intergenic",7556,52730,FALSE,FALSE,NA,NA
"TEAD1_peak_5946","chr20",25237910,25238164,255,3,"PYGB","5834","Distal Intergenic",-9921,12409,FALSE,FALSE,NA,NA
"TEAD1_peak_5947","chr20",25241453,25241992,540,3,"PYGB","5834","Intron (ENST00000618303.1/ENST00000618303.1, intron 1 of 1)",-6093,15952,FALSE,FALSE,NA,NA
"TEAD1_peak_5948","chr20",25372637,25372985,349,3,"ABHD12","26090","Intron (ENST00000376542.8/26090, intron 1 of 12)",16967,18515,FALSE,FALSE,NA,NA
"TEAD1_peak_5949","chr20",25398936,25399223,288,2,"GINS1","9837","Intron (ENST00000696810.1/9837, intron 1 of 5)",7928,1777,FALSE,TRUE,NA,NA
"TEAD1_peak_5950","chr20",28562484,28562695,212,2,"FRG1CP","100289097","Distal Intergenic",39939,66483,FALSE,FALSE,NA,NA
"TEAD1_peak_5951","chr20",31476943,31477121,179,2,"DEFB124","245937","Promoter (<=1kb)",-186,34879,FALSE,FALSE,NA,NA
"TEAD1_peak_5952","chr20",31544096,31544397,302,3,"HM13","81502","Promoter (<=1kb)",-631,7103,FALSE,FALSE,NA,NA
"TEAD1_peak_5953","chr20",31572935,31573147,213,2,"HM13-AS1","100874042","Promoter (<=1kb)",116,2353,FALSE,TRUE,NA,NA
"TEAD1_peak_5954","chr20",31595671,31596198,528,3,"ID1","3397","Distal Intergenic",-9085,2670,FALSE,TRUE,NA,NA
"TEAD1_peak_5955","chr20",31607396,31607675,280,2,"MIR3193","100422904","Promoter (<=1kb)",210,5895,FALSE,FALSE,NA,NA
"TEAD1_peak_5956","chr20",31704613,31704930,318,2,"BCL2L1","598","Intron (ENST00000412972.1/105372589, intron 1 of 1)",14487,88570,FALSE,FALSE,NA,NA
"TEAD1_peak_5957","chr20",31712726,31713044,319,3,"BCL2L1","598","Intron (ENST00000412972.1/105372589, intron 1 of 1)",6373,80456,FALSE,FALSE,NA,NA
"TEAD1_peak_5958","chr20",31720286,31720575,290,2,"BCL2L1","598","Promoter (<=1kb)",-869,72925,FALSE,FALSE,NA,NA
"TEAD1_peak_5959","chr20",31987874,31988037,164,2,"XKR7","343702","Intron (ENST00000562532.3/343702, intron 1 of 2)",19723,8463,FALSE,FALSE,NA,NA
"TEAD1_peak_5960","chr20",32067305,32067566,262,3,"HCK","3055","Intron (ENST00000375862.7/3055, intron 1 of 12)",15017,15304,FALSE,FALSE,NA,NA
