"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"TES_Unique","GO:0034764","positive regulation of transmembrane transport","57/3119","216/18986",0.263888888888889,1.60634640732428,3.97357235189872,0.000127238236988429,0.00217743004754373,0.00160331843325092,"5174/1520/9722/6375/6000/23596/805/3973/27347/4780/3667/6769/3064/57620/5311/6622/5530/287/1909/5295/2149/1812/1906/9465/387129/2631/6717/10142/857/673/3757/5533/4986/444/3688/288/10580/3784/6506/931/7225/196527/81539/114882/246213/3479/8660/9472/57214/4205/81671/406991/3759/7114/1756/9843/2258",57
"TES_Unique","GO:1990138","neuron projection extension","47/3119","169/18986",0.27810650887574,1.6928920094629,4.01143066507711,0.000127570139222064,0.00217743004754373,0.00160331843325092,"23499/55811/50618/57142/7852/65059/8828/4133/2335/1499/7474/214/2932/9175/9353/1909/9037/4131/1906/22999/5071/26053/10371/57154/4897/3475/91584/9355/3688/8829/6387/7414/57698/144165/57609/6857/9201/440275/8128/9043/6860/9962/23767/7074/6285/6792/8239",47
"TES_Unique","GO:0006029","proteoglycan metabolic process","29/3119","89/18986",0.325842696629214,1.98347208663105,4.12312201598677,0.000131434194481997,0.00223115812431293,0.00164288030848285,"2135/1301/9917/9394/1499/9957/7358/658/81792/3074/337876/3340/29940/10090/2990/55790/54928/23213/2131/6934/51363/1280/3479/2300/9955/92126/55959/90161/3423",29
"TES_Unique","GO:0018210","peptidyl-threonine modification","29/3119","89/18986",0.325842696629214,1.98347208663105,4.12312201598677,0.000131434194481997,0.00223115812431293,0.00164288030848285,"2590/805/200734/2641/27347/51719/9943/2932/1950/817/28996/63917/5591/8767/56288/983/10114/85456/29110/406948/10253/5587/161742/57214/57521/2589/4092/351/1859",29
"TES_Unique","GO:0030212","hyaluronan metabolic process","15/3119","34/18986",0.441176470588235,2.68553269335949,4.36128725820926,0.000133672280034389,0.00225823265425919,0.00166281623844919,"3553/4790/1950/2247/3074/3161/2990/23670/3698/960/57214/3038/1213/7040/5155",15
"TES_Unique","GO:0045445","myoblast differentiation","35/3119","115/18986",0.304347826086957,1.85262835078133,4.06608833531696,0.000133754068928032,0.00225823265425919,0.00166281623844919,"8289/607/2034/150572/10324/389072/55193/91653/4154/86/3516/202151/4208/221662/6659/9750/57492/3486/3475/6469/3084/6595/3688/6934/8048/3606/144165/3479/652/8110/463/7040/23236/182/55796",35
"TES_Unique","GO:0007517","muscle organ development","88/3119","369/18986",0.238482384823848,1.45169174679884,3.88477675362441,0.00013511959074497,0.00227512175767882,0.00167525228013252,"59269/1901/1301/607/467/7042/3142/10472/3344/51542/27302/150572/129446/10324/1134/1385/5077/1293/859/9975/8320/1499/7134/2317/4638/8087/3516/8929/5530/51778/1909/10409/57486/79810/4208/6444/221662/9750/1310/64208/2697/3908/10370/7402/2115/9734/7291/6717/8321/8910/858/857/6469/3084/55636/56704/157680/23414/6840/3688/84159/406/55553/8048/3845/5318/3479/688/652/8110/6938/7168/23060/4088/22801/1106/4205/463/124872/3131/8736/4092/7040/2280/56261/9215/2033/1756",88
"TES_Unique","GO:0120161","regulation of cold-induced thermogenesis","43/3119","151/18986",0.28476821192053,1.73344317778877,4.01178556989665,0.000135921342561019,0.00228245273357183,0.00168065033588004,"2104/6868/23175/2034/7852/5746/79054/23228/9807/10891/3516/8929/79071/56034/4883/5618/57561/4012/154/3910/2697/9444/2887/948/857/6009/64641/2171/1666/3717/216/6319/83401/406/6588/3606/79602/1734/1778/7090/3480/5608/11096",43
"TES_Unique","GO:0001763","morphogenesis of a branching structure","55/3119","207/18986",0.265700483091787,1.61737395703132,3.95970493178822,0.000136459275118108,0.00228532603221993,0.00168276604687243,"1435/5087/57142/57471/90/859/7048/1499/6997/7474/9175/8626/1739/9353/3791/374/5311/1950/2247/10252/1909/170690/2246/1906/639/2099/2737/10512/9723/4233/6469/23213/79977/340419/2131/4609/3371/8829/9231/10413/1813/3845/10253/652/55727/2252/9955/6928/10672/80000/7040/6714/7052/367/2258",55
"TES_Unique","GO:0061309","cardiac neural crest cell development involved in outflow tract morphogenesis","8/3119","12/18986",0.666666666666667,4.05813829218767,4.69822566453803,0.000139110100847018,0.00232347433854402,0.00171085598840498,"998/5308/1909/1906/7291/10512/652/182",8
"TES_Unique","GO:0001933","negative regulation of protein phosphorylation","61/3119","236/18986",0.258474576271186,1.57338836328463,3.9297942923893,0.000141561738812043,0.00235495120186948,0.00173403351148893,"1647/116496/5788/11221/28951/6546/9655/805/200734/8440/3553/54431/55022/26146/9467/8850/4690/25937/9353/407000/7345/6622/5144/401265/5570/5167/154043/5071/11116/3486/857/5591/4067/5569/64798/2776/10507/56288/22943/5728/3087/22876/10114/5795/4040/5800/26524/406948/10464/10253/5611/5583/161742/5771/4092/7040/5621/3642/5770/64092/1756",61
"TES_Unique","GO:0008361","regulation of cell size","49/3119","179/18986",0.273743016759777,1.66633052779773,3.97120257382957,0.000141750674269833,0.00235495120186948,0.00173403351148893,"2475/23499/23566/55811/10000/57142/27347/1385/4133/2335/859/9943/7474/2932/9175/6696/9037/3575/4131/1946/51334/1906/5879/358/10371/57154/4897/3475/91584/9821/64798/10507/8829/6387/3778/5728/57698/627/5962/196527/57609/23111/5587/57521/2909/6792/4478/154796/2258",49
"TES_Unique","GO:0035249","synaptic transmission, glutamatergic","34/3119","111/18986",0.306306306306306,1.86455002614028,4.05017431110684,0.000144261463702939,0.00239028967784392,0.00176005447597259,"5743/149111/9378/51542/6509/785/5270/22871/8087/4208/2908/2890/1812/84062/1268/2898/5071/1956/2918/2185/2131/10497/22943/2893/1813/2900/2904/6857/246213/3356/2903/1006/23096/4983",34
"TES_Unique","GO:0003177","pulmonary valve development","12/3119","24/18986",0.5,3.04360371914075,4.4414605745193,0.000145493536753202,0.00239794903167314,0.00176569432796005,"4853/2702/7042/6092/6091/9353/3516/652/4091/4087/182/11096",12
"TES_Unique","GO:0086064","cell communication by electrical coupling involved in cardiac conduction","12/3119","24/18986",0.5,3.04360371914075,4.4414605745193,0.000145493536753202,0.00239794903167314,0.00176569432796005,"476/2702/6546/805/817/5144/2697/6717/857/5318/79191/10052",12
"TES_Unique","GO:1905314","semi-lunar valve development","19/3119","49/18986",0.387755102040816,2.36034574137446,4.2272441232611,0.000147920119730836,0.00243151014755437,0.00179040655960834,"4853/2702/1942/7042/7048/6092/6091/9353/3516/7291/652/4091/1009/8313/6093/4087/7040/182/11096",19
"TES_Unique","GO:0045669","positive regulation of osteoblast differentiation","26/3119","77/18986",0.337662337662338,2.0554206934457,4.11435976190435,0.000149842022615624,0.00245017270576204,0.0018041484585133,"4921/51430/92/90/1499/4057/25937/8626/658/5530/2247/4086/4208/2201/222663/860/55603/2737/8321/8840/10413/3479/5587/652/406991/182",26
"TES_Unique","GO:1900076","regulation of cellular response to insulin stimulus","26/3119","77/18986",0.337662337662338,2.0554206934457,4.11435976190435,0.000149842022615624,0.00245017270576204,0.0018041484585133,"8648/3553/2888/8452/3667/55022/5468/4690/5167/2887/10499/23189/2844/79746/5305/10580/5791/5795/6653/114882/9971/145264/5771/27131/6714/5770",26
"TES_Unique","GO:0002067","glandular epithelial cell differentiation","25/3119","73/18986",0.342465753424658,2.08466008160325,4.11661690616707,0.000154590374859328,0.00251461628034886,0.00185160053218895,"2494/4760/5915/1499/7474/2932/8626/9575/2247/25803/653/10551/1021/857/6009/2131/5991/4781/9314/406/10413/652/3091/1000/3642",25
"TES_Unique","GO:0061035","regulation of cartilage development","25/3119","73/18986",0.342465753424658,2.08466008160325,4.11661690616707,0.000154590374859328,0.00251461628034886,0.00185160053218895,"2202/27302/80856/2487/5915/1499/7474/658/4086/81792/860/1490/2737/7227/8840/55553/6660/5744/652/4088/4094/406991/8313/4092/7040",25
"TES_Unique","GO:0050982","detection of mechanical stimulus","21/3119","57/18986",0.368421052631579,2.24265537199845,4.16571804050636,0.000159180836812538,0.00258254326391175,0.00190161756257961,"1301/3776/7852/6335/5270/859/1499/55584/5311/84059/2534/5747/117531/6387/3784/8048/374462/3356/63895/1000/117532",21
"TES_Unique","GO:0060612","adipose tissue development","22/3119","61/18986",0.360655737704918,2.19538628921628,4.14591907672521,0.000160872913949695,0.00259647216037979,0.00191187389962577,"1435/9462/8648/2355/8609/5468/79718/5290/10891/57561/285590/23607/64641/10499/157680/84159/3988/11145/6653/9971/23111/79068",22
"TES_Unique","GO:0098900","regulation of action potential","22/3119","61/18986",0.360655737704918,2.19538628921628,4.14591907672521,0.000160872913949695,0.00259647216037979,0.00191187389962577,"2702/9722/6869/6508/859/2257/1739/287/817/153396/1268/948/10142/857/3786/29119/4544/5318/3759/406922/1525/2258",22
"TES_Unique","GO:0099625","ventricular cardiac muscle cell membrane repolarization","14/3119","31/18986",0.451612903225806,2.74906142374003,4.32105297948088,0.000164526185121521,0.00264857398787358,0.0019502383102396,"10269/3752/2702/9722/23704/859/1739/287/2697/10142/3757/3784/406922/9992",14
"TES_Unique","GO:0010763","positive regulation of fibroblast migration","9/3119","15/18986",0.6,3.6523244629689,4.55609473352289,0.000166576848677687,0.00266095837759485,0.00195935737257048,"4921/5581/9590/358/5747/3688/59/7057/7040",9
"TES_Unique","GO:0061307","cardiac neural crest cell differentiation involved in heart development","9/3119","15/18986",0.6,3.6523244629689,4.55609473352289,0.000166576848677687,0.00266095837759485,0.00195935737257048,"998/5308/1909/1906/10370/7291/10512/652/182",9
"TES_Unique","GO:0061308","cardiac neural crest cell development involved in heart development","9/3119","15/18986",0.6,3.6523244629689,4.55609473352289,0.000166576848677687,0.00266095837759485,0.00195935737257048,"998/5308/1909/1906/10370/7291/10512/652/182",9
"TES_Unique","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","79/3119","326/18986",0.242331288343558,1.47512082093325,3.83638885124146,0.000168712793657795,0.00268818594498226,0.00197940598939473,"4853/7042/51742/64388/6868/4052/51232/200734/27302/9839/92/90/859/5468/7048/7474/54756/11167/79674/3516/65997/3791/10252/56884/1601/10468/9315/2201/222663/7021/653/135228/3066/10370/168667/3624/9863/8321/57154/858/857/574443/28996/80139/6386/23213/3717/406987/22943/5654/27122/6653/406892/11171/23592/26524/23111/10253/84312/652/161742/7057/2200/4091/4088/4756/9688/1003/1001/50964/406991/64750/753/4087/4092/7040/2280/56937/2033",79
"TES_Unique","GO:0016264","gap junction assembly","10/3119","18/18986",0.555555555555556,3.38178191015639,4.48221878860758,0.000171574732850964,0.00272681271852425,0.00200784824319146,"2702/3553/84525/1495/2697/857/26047/79191/10052/1636",10
"TES_Unique","GO:0051222","positive regulation of protein transport","65/3119","257/18986",0.252918287937743,1.53956608361205,3.8611750105927,0.000172140066530198,0.00272883616916827,0.00200933818116674,"998/79971/89866/5743/7042/1131/163882/7447/5581/3552/3553/2641/11069/2181/3708/5468/2932/27032/6514/952/7097/7424/23379/114899/5295/2151/2150/6659/23607/2737/1956/6717/6469/51201/8754/444/1392/55638/169026/3717/10497/55691/983/90550/6934/9531/55107/23086/6653/9971/3479/64328/8660/5587/3091/4947/4088/8736/7040/23236/6616/6714/351/2033/2182",65
"TES_Unique","GO:0001570","vasculogenesis","28/3119","86/18986",0.325581395348837,1.98188149153351,4.04615927391489,0.000172973213120228,0.00273508405517518,0.00201393871968463,"10352/57142/3685/57007/7048/1499/3791/55294/9693/5921/10370/9444/3696/857/6469/23414/4915/8829/8879/5795/10413/161742/4643/10052/7040/54453/84700/154796",28
"TES_Unique","GO:0060306","regulation of membrane repolarization","17/3119","42/18986",0.404761904761905,2.46386967739965,4.21072418557265,0.000176946399052871,0.00279082548379591,0.00205498309679523,"10269/2702/9722/55811/23704/859/287/2697/9465/10142/857/3757/3784/9472/3759/406922/9992",17
"TES_Unique","GO:0021987","cerebral cortex development","38/3119","130/18986",0.292307692307692,1.77933755888228,3.95310250161793,0.000180545698607495,0.00284040328869873,0.00209148898067907,"6513/1600/259266/8648/57142/285025/8320/1499/6091/2932/64805/9353/79633/84709/153241/2890/114327/5454/4852/2737/1956/3912/26047/79648/84750/6867/83696/4915/9355/10579/7846/3091/23224/1000/23236/22903/170302/2258",38
"TES_Unique","GO:0050866","negative regulation of cell activation","57/3119","219/18986",0.26027397260274,1.58434166201847,3.85617788047752,0.000188898892287247,0.00296433274294596,0.00218274260264569,"79679/387597/6375/7292/5788/3142/9655/10461/92196/1493/2335/5270/3635/868/53833/1739/116449/5156/55024/8654/3558/23240/2241/3659/9750/2729/1268/383/3624/2737/6469/4067/55824/29126/80380/3456/301/5592/9231/472/84959/5074/10464/81542/652/3958/384/865/170692/406991/5771/4092/7040/5621/64092/861/5155",57
"TES_Unique","GO:0030178","negative regulation of Wnt signaling pathway","49/3119","181/18986",0.270718232044199,1.64791803577786,3.88318664310822,0.000189764157457714,0.00297042889688833,0.00218723141550044,"2487/3485/9686/27303/1499/7474/2932/5523/25937/27123/79960/23240/1601/4163/1452/10146/11063/7162/2309/5071/2737/23072/2887/8321/857/6469/6788/8323/4300/7091/7088/22943/80114/6934/27122/5800/144165/11197/26524/122011/51339/7090/50964/8313/1000/115701/351/84133/83999",49
"TES_Unique","GO:0048483","autonomic nervous system development","18/3119","46/18986",0.391304347826087,2.38195073671885,4.16051476409169,0.000191762601795763,0.00299418799295139,0.00220472607472876,"7412/3142/8828/2335/57007/1499/8626/8929/1909/6659/7021/10371/91584/8829/89797/1910/3211/3642",18
"TES_Unique","GO:1904064","positive regulation of cation transmembrane transport","41/3119","144/18986",0.284722222222222,1.73316322895515,3.91547088373803,0.000192809694595099,0.00300301099331866,0.0022112227606459,"5174/1520/9722/6375/6000/805/3973/6769/3064/57620/5311/6622/5530/287/1909/2149/1812/1906/9465/387129/2631/6717/10142/857/3757/5533/4986/444/288/3784/931/196527/9472/57214/81671/406991/3759/7114/1756/9843/2258",41
"TES_Unique","GO:0071875","adrenergic receptor signaling pathway","15/3119","35/18986",0.428571428571429,2.60880318783493,4.22363569697828,0.00019858949571894,0.00308531810057106,0.00227182838257813,"5142/9693/5144/57561/154/147/1812/3784/1813/11214/64784/115/406922/146/83550",15
"TES_Unique","GO:0035264","multicellular organism growth","44/3119","158/18986",0.278481012658228,1.69517169167333,3.89030906050387,0.000199141327855994,0.00308619520533046,0.00227247422570417,"2475/10269/1435/4853/9462/2355/6654/55777/57282/1385/5915/5357/25937/79718/5290/25836/154/8614/5454/5324/55636/157680/79977/2131/320/2844/84159/8879/6506/472/1813/144165/8835/51761/84189/321/79068/1352/6774/351/9215/2033/7543/367",44
"TES_Unique","GO:0051489","regulation of filopodium assembly","19/3119","50/18986",0.38,2.31313882654697,4.12208648656097,0.000202139215896135,0.00312488167501965,0.0023009604358766,"998/54874/163404/26052/9378/140469/2596/22871/2823/4651/5295/1809/57451/9750/5898/27067/8829/23613/139818",19
"TES_Unique","GO:0097581","lamellipodium organization","29/3119","91/18986",0.318681318681319,1.93987929351828,3.98460161866272,0.000203178518671328,0.00313317369139201,0.00230706613957699,"2475/998/1901/51177/8440/10787/10152/4690/64805/5290/9353/5295/2241/55604/5879/26053/23189/10006/3688/7414/51196/3983/960/5800/221178/10810/1012/6714/9459",29
"TES_Unique","GO:0061458","reproductive system development","76/3119","313/18986",0.242811501597444,1.47804397862426,3.78092924033874,0.000207812408199325,0.00319671926686863,0.00235385698488021,"431707/7812/11085/259266/7042/51742/8648/3973/10461/3552/92/5270/1499/7474/6092/8743/8626/1739/9353/5156/3791/658/132625/10409/5618/25836/10468/22836/2241/3295/1495/3400/23607/653/1081/2309/2697/10370/2099/3624/7784/83943/6469/2515/5324/55636/23213/23414/23639/3371/84159/8879/2674/81930/472/54477/4254/675/22862/652/7337/1588/49855/6928/83990/1636/80000/6714/8204/10549/7543/9468/190/367/56159/10046",76
"TES_Unique","GO:0022029","telencephalon cell migration","22/3119","62/18986",0.354838709677419,2.1599768329386,4.05605903933098,0.000211045632054712,0.00323050193538294,0.00237873235353533,"1600/57142/7852/285025/1499/6091/64805/9353/1812/114327/5454/2737/4967/1956/3912/84750/6387/10718/1813/23224/170302/2258",22
"TES_Unique","GO:0086002","cardiac muscle cell action potential involved in contraction","22/3119","62/18986",0.354838709677419,2.1599768329386,4.05605903933098,0.000211045632054712,0.00323050193538294,0.00237873235353533,"3752/476/2702/9722/6335/23704/859/23171/2257/1739/287/2697/857/3757/29119/3784/5318/6334/10052/3759/406922/9992",22
"TES_Unique","GO:0061041","regulation of wound healing","40/3119","140/18986",0.285714285714286,1.73920212522329,3.8920929955473,0.000211583281786567,0.00323079373904489,0.00237894721884897,"2475/4921/5581/23332/7852/4780/7035/5270/90102/4638/5156/2247/2160/2149/2150/84830/1906/135228/948/857/10565/8840/5747/23189/301/3688/5592/5728/84959/6484/196527/7103/81542/7057/302/4088/170692/84034/5155/8573",40
"TES_Unique","GO:0031214","biomineral tissue development","49/3119","182/18986",0.269230769230769,1.63886354107579,3.83958471679837,0.000218902013892004,0.00333437541943076,0.0024552180582714,"9923/4146/10269/79971/1901/4921/5743/2355/6546/92/90/3694/7123/4057/1834/56955/6696/658/4208/84059/2201/154/860/55603/2697/5167/7291/1278/5764/2185/6575/7071/340419/9313/5744/144165/196527/3479/652/3091/123041/256764/4088/8313/54757/6093/7040/2824/5251",49
"TES_Unique","GO:0019722","calcium-mediated signaling","60/3119","235/18986",0.25531914893617,1.55418062253996,3.78999491831875,0.000228447974621288,0.00347129483387958,0.00255603664544178,"2475/10269/5788/2494/1131/6546/805/3973/7852/79054/57007/3708/29995/1238/50852/2932/185/64805/3064/683/5156/3576/5311/5530/287/817/51778/79772/2890/6444/1906/10231/2898/55607/5533/444/83988/90550/51196/5795/2904/3709/3479/53373/121665/8600/1910/5587/9472/123041/6263/2903/10725/1012/406922/2280/5621/4773/351/1756",60
"TES_Unique","GO:0050890","cognition","79/3119","329/18986",0.240121580547112,1.46166987119829,3.74519257460433,0.000230056927097622,0.00348723760539704,0.00256777586961566,"431707/5743/3776/3973/9378/6509/6869/85461/1385/3269/8850/590/3064/28983/23657/7097/25836/10769/4208/9867/814/2890/1812/4739/84062/6310/266977/7162/1268/2534/6446/7957/5071/8701/107/1956/5803/5764/673/26047/2515/4986/55636/1392/157680/7436/4915/4593/3688/22943/5728/22849/8301/1813/6484/2904/3845/7846/3356/3091/7337/4212/440275/2903/92521/6860/5621/23236/6616/6714/351/6285/9215/2033/57502/139411/57477/340595/2258",79
"TES_Unique","GO:0048608","reproductive structure development","75/3119","309/18986",0.242718446601942,1.47747753356347,3.75183905060945,0.000230732379252855,0.00348898719112934,0.00256906415121089,"431707/7812/11085/259266/7042/51742/8648/3973/10461/3552/92/5270/1499/7474/6092/8743/8626/1739/9353/5156/3791/658/132625/10409/5618/25836/10468/22836/2241/3295/1495/3400/23607/653/1081/2309/2697/10370/2099/3624/7784/83943/6469/2515/5324/55636/23213/23414/23639/3371/84159/8879/2674/81930/472/4254/675/22862/652/7337/1588/49855/6928/83990/1636/80000/6714/8204/10549/7543/9468/190/367/56159/10046",75
"TES_Unique","GO:1902904","negative regulation of supramolecular fiber organization","47/3119","173/18986",0.271676300578035,1.65374999768341,3.8297577298064,0.000232065480370431,0.00350064877168955,0.00257765098369909,"163782/1901/375189/130271/6711/1496/23332/23671/4133/859/6314/90102/5217/5290/9353/57482/6622/5295/4131/55604/5071/4233/10395/10565/11075/51571/23189/407035/6840/120/5962/2059/93661/89795/81624/146057/29766/84952/1003/85464/406991/5203/1859/4281/395/7114/2258",47
"TES_Unique","GO:0060307","regulation of ventricular cardiac muscle cell membrane repolarization","12/3119","25/18986",0.48,2.92185957037512,4.26311073056766,0.000238086597576135,0.00357788973749452,0.00263452622725371,"10269/2702/9722/23704/859/287/2697/10142/3757/3784/406922/9992",12
"TES_Unique","GO:0007585","respiratory gaseous exchange by respiratory system","26/3119","79/18986",0.329113924050633,2.00338472652303,3.96218999248723,0.000239483149363598,0.00357788973749452,0.00263452622725371,"81839/10905/3176/4929/2744/79582/152110/7134/8929/170825/1909/8546/4124/3340/1906/669/28996/7763/5090/92170/144535/1602/2530/79068/1770/147372",26
"TES_Unique","GO:0018107","peptidyl-threonine phosphorylation","26/3119","79/18986",0.329113924050633,2.00338472652303,3.96218999248723,0.000239483149363598,0.00357788973749452,0.00263452622725371,"805/200734/2641/27347/51719/9943/2932/1950/817/28996/5591/8767/56288/983/10114/85456/29110/406948/10253/5587/161742/57214/57521/4092/351/1859",26
"TES_Unique","GO:0055117","regulation of cardiac muscle contraction","26/3119","79/18986",0.329113924050633,2.00338472652303,3.96218999248723,0.000239483149363598,0.00357788973749452,0.00263452622725371,"5142/2702/55811/6546/805/27302/859/1739/287/817/8654/5144/147/6717/10142/857/6781/444/29119/3784/5318/3759/406922/4092/1756/2258",26
"TES_Unique","GO:0003253","cardiac neural crest cell migration involved in outflow tract morphogenesis","7/3119","10/18986",0.7,4.26104520679705,4.57319858805567,0.00024244065942871,0.00361340982832743,0.00266068092115417,"998/5308/1909/1906/7291/10512/652",7
"TES_Unique","GO:0010644","cell communication by electrical coupling","14/3119","32/18986",0.4375,2.66315325424816,4.17467237600247,0.000248496278428461,0.00369482533319645,0.00272063002484922,"476/2702/6546/805/817/5144/2697/6717/857/444/288/5318/79191/10052",14
"TES_Unique","GO:0070663","regulation of leukocyte proliferation","67/3119","270/18986",0.248148148148148,1.51052925320319,3.74594652352468,0.00024911840244417,0.00369525630292186,0.00272094736303683,"7412/1435/79679/6375/8995/7292/5788/57829/6654/6869/8440/3552/3553/57181/940/1493/3485/3635/7048/1499/868/11148/4690/53833/1739/683/952/5530/8654/3558/59067/23240/57630/5618/4208/3659/9750/383/196/7784/6469/4067/8767/5747/3717/29126/80380/301/9231/3087/4004/7189/472/3606/160365/5074/4254/3479/6541/8660/652/3958/384/406991/7040/5621/4773",67
"TES_Unique","GO:0048661","positive regulation of smooth muscle cell proliferation","31/3119","101/18986",0.306930693069307,1.86835079788838,3.87938584867837,0.000266519796074182,0.003943986530979,0.002904096190252,"5724/3725/1901/4921/5743/10203/6772/27086/5290/2247/5295/1906/2697/1956/8840/3717/7702/80310/3606/3479/652/4331/7057/3480/1012/406991/2081/7040/6714/5155/407007",31
"TES_Unique","GO:0042310","vasoconstriction","28/3119","88/18986",0.318181818181818,1.9368387303623,3.90538476590869,0.000267202197715621,0.0039447149094036,0.00290463252093958,"2702/5743/6546/6869/3269/3680/185/952/1909/2149/147/1906/1956/9732/857/6916/80005/3688/59/3363/120/4544/143872/3356/1910/406991/1636/146",28
"TES_Unique","GO:0034599","cellular response to oxidative stress","63/3119","251/18986",0.250996015936255,1.52786481518619,3.73248700490823,0.000268954197758855,0.00395944515030288,0.00291547891611388,"5195/4921/388/6546/87178/7444/4929/22925/4780/8850/7155/27086/2119/10891/6649/5156/5311/6622/23657/1909/2241/5601/1906/2309/2534/3066/135112/5796/6648/5071/358/51314/948/11179/4233/51384/4482/27067/5828/55074/1612/2176/9314/79109/983/406/847/80310/472/4257/5074/5587/3091/2530/7168/4363/6416/388364/406991/2081/406922/6714/4151",63
"TES_Unique","GO:0007272","ensheathment of neurons","44/3119","160/18986",0.275,1.67398204552741,3.79572612270084,0.000270106611377003,0.00395944515030288,0.00291547891611388,"2475/10100/23114/23175/6654/7852/4664/5915/152189/4336/1499/5010/1739/287/7368/7097/3074/256987/79628/3400/5454/57211/9444/84668/5803/5764/10397/4915/56288/118738/5728/81846/55331/1075/8898/6334/10810/23405/5376/4155/7040/9334/9215/2824",44
"TES_Unique","GO:0008366","axon ensheathment","44/3119","160/18986",0.275,1.67398204552741,3.79572612270084,0.000270106611377003,0.00395944515030288,0.00291547891611388,"2475/10100/23114/23175/6654/7852/4664/5915/152189/4336/1499/5010/1739/287/7368/7097/3074/256987/79628/3400/5454/57211/9444/84668/5803/5764/10397/4915/56288/118738/5728/81846/55331/1075/8898/6334/10810/23405/5376/4155/7040/9334/9215/2824",44
"TES_Unique","GO:0042326","negative regulation of phosphorylation","64/3119","256/18986",0.25,1.52180185957038,3.72668163935001,0.000271886461428649,0.00397617994061146,0.00292780133161861,"1647/116496/5788/11221/28951/6546/9655/805/200734/8440/3553/54431/55022/26146/9467/8850/4690/25937/9353/407000/7345/6622/5144/401265/5570/5167/154043/5071/11116/3624/3486/2887/857/5591/4067/5569/64798/2776/10507/56288/22943/5728/3087/22876/10114/5795/4040/5800/26524/406948/10464/10253/5611/8660/5583/161742/5771/4092/7040/5621/3642/5770/64092/1756",64
"TES_Unique","GO:0048565","digestive tract development","39/3119","137/18986",0.284671532846715,1.73285467221152,3.81680141526562,0.000273709991167345,0.00399347364162192,0.00294053529275802,"7042/3142/57669/5915/1499/7474/2049/8626/5156/3576/56034/25836/25803/639/56913/10551/4852/2737/1956/6469/2131/5125/3784/10413/688/1910/60485/51339/3091/8854/4088/2300/388364/6928/4087/7040/9139/6714/7547",39
"TES_Unique","GO:0048485","sympathetic nervous system development","11/3119","22/18986",0.5,3.04360371914075,4.25215051210139,0.000276455325035139,0.00402402344822096,0.0029630301913233,"8828/1499/8626/8929/1909/6659/7021/10371/91584/8829/3642",11
"TES_Unique","GO:0045778","positive regulation of ossification","20/3119","55/18986",0.363636363636364,2.21352997755691,3.99586358431721,0.000277490166858448,0.00402402344822096,0.0029630301913233,"55811/6546/6869/92/90/4057/7474/658/25836/4208/84059/2201/154/55603/5764/6575/196527/652/4088/2824",20
"TES_Unique","GO:0042733","embryonic digit morphogenesis","21/3119","59/18986",0.355932203389831,2.1666331559985,3.9791014050857,0.000277741586313806,0.00402402344822096,0.0029630301913233,"51057/51776/80856/1499/7474/27152/3066/221322/2697/7291/2737/6469/64327/54928/79977/8323/26005/7289/144165/341640/652",21
"TES_Unique","GO:0036293","response to decreased oxygen levels","79/3119","331/18986",0.238670694864048,1.45283802907625,3.68489263851929,0.000281567950282321,0.00406999612589062,0.00299688149305252,"2475/6513/205/23576/25950/7412/4921/5743/3776/7042/56776/6868/2355/5581/2034/57142/3552/7852/9839/4929/1803/4780/2043/3708/859/5468/5291/5352/132864/952/6649/84709/1909/7097/7424/8614/1906/6659/2309/10370/6648/7291/358/3624/857/28996/6781/2185/5885/4609/10397/7010/6387/84890/3778/9124/847/472/1813/3709/112399/3091/7057/4088/4843/9520/406991/83990/1636/57521/5366/7040/64344/6714/5770/5105/4151/2033/4693",79
"TES_Unique","GO:0050931","pigment cell differentiation","15/3119","36/18986",0.416666666666667,2.53633643261729,4.09070865830865,0.000289063447573114,0.00415680518298271,0.00306080205921072,"9839/55686/56999/4286/8975/4208/5167/10981/6648/2737/7306/83938/4254/1910/5873",15
"TES_Unique","GO:0071772","response to BMP","49/3119","184/18986",0.266304347826087,1.62104980693366,3.75317569889109,0.000289575192522391,0.00415680518298271,0.00306080205921072,"4774/4853/64388/51232/27302/92/90/5468/7474/11167/3516/8929/3791/658/4086/56884/81792/10468/285704/3096/222663/860/7021/653/168667/8321/57154/857/28996/23213/2131/22943/5654/6653/406892/1280/23592/23111/652/2200/4091/4756/1003/50964/406991/64750/4087/4092/8239",49
"TES_Unique","GO:0071773","cellular response to BMP stimulus","49/3119","184/18986",0.266304347826087,1.62104980693366,3.75317569889109,0.000289575192522391,0.00415680518298271,0.00306080205921072,"4774/4853/64388/51232/27302/92/90/5468/7474/11167/3516/8929/3791/658/4086/56884/81792/10468/285704/3096/222663/860/7021/653/168667/8321/57154/857/28996/23213/2131/22943/5654/6653/406892/1280/23592/23111/652/2200/4091/4756/1003/50964/406991/64750/4087/4092/8239",49
