"ID","Description","GeneRatio","pvalue","p.adjust","qvalue","Count","pathway_category","target_group","GeneRatio_numeric"
"GO:1901623","regulation of lymphocyte chemotaxis","7/2928",0.0433584801698242,0.18770077505212,0.14916971646411,7,"migration","TEAD1-only",0.00239071038251366
"GO:0010596","negative regulation of endothelial cell migration","17/2928",0.0439201719857438,0.18770077505212,0.14916971646411,17,"migration","TEAD1-only",0.00580601092896175
"GO:0002551","mast cell chemotaxis","5/2928",0.0440865287804067,0.18770077505212,0.14916971646411,5,"migration","TEAD1-only",0.00170765027322404
"GO:0010820","positive regulation of T cell chemotaxis","5/2928",0.0440865287804067,0.18770077505212,0.14916971646411,5,"migration","TEAD1-only",0.00170765027322404
"GO:0060736","prostate gland growth","5/2928",0.0440865287804067,0.18770077505212,0.14916971646411,5,"proliferation","TEAD1-only",0.00170765027322404
"GO:0061517","macrophage proliferation","5/2928",0.0440865287804067,0.18770077505212,0.14916971646411,5,"proliferation","TEAD1-only",0.00170765027322404
"GO:0072110","glomerular mesangial cell proliferation","5/2928",0.0440865287804067,0.18770077505212,0.14916971646411,5,"proliferation","TEAD1-only",0.00170765027322404
"GO:1900747","negative regulation of vascular endothelial growth factor signaling pathway","5/2928",0.0440865287804067,0.18770077505212,0.14916971646411,5,"proliferation","TEAD1-only",0.00170765027322404
"GO:1902043","positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","5/2928",0.0440865287804067,0.18770077505212,0.14916971646411,5,"apoptosis","TEAD1-only",0.00170765027322404
"GO:0072574","hepatocyte proliferation","8/2928",0.0468715905493382,0.196867333478342,0.156454571420151,8,"proliferation","TEAD1-only",0.00273224043715847
"GO:0072575","epithelial cell proliferation involved in liver morphogenesis","8/2928",0.0468715905493382,0.196867333478342,0.156454571420151,8,"proliferation","TEAD1-only",0.00273224043715847
"GO:1900746","regulation of vascular endothelial growth factor signaling pathway","8/2928",0.0468715905493382,0.196867333478342,0.156454571420151,8,"proliferation","TEAD1-only",0.00273224043715847
"GO:0010656","negative regulation of muscle cell apoptotic process","14/2928",0.047795278411841,0.200037098756206,0.158973649924891,14,"apoptosis","TEAD1-only",0.00478142076502732
"GO:0070663","regulation of leukocyte proliferation","52/2928",0.0479447011494167,0.200520665301942,0.159357950333341,52,"proliferation","TEAD1-only",0.0177595628415301
"GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","13/2928",0.0487955937716389,0.202127039050754,0.160634569018475,13,"apoptosis","TEAD1-only",0.00443989071038251
"GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","9/2928",0.0488411060903309,0.202127039050754,0.160634569018475,9,"apoptosis","TEAD1-only",0.00307377049180328
"GO:0042058","regulation of epidermal growth factor receptor signaling pathway","18/2928",0.0491010185841238,0.202918874288299,0.16126385697873,18,"proliferation","TEAD1-only",0.00614754098360656
"GO:0034391","regulation of smooth muscle cell apoptotic process","10/2928",0.049744292277343,0.20358694446564,0.161794786267139,10,"apoptosis","TEAD1-only",0.00341530054644809
"GO:2001235","positive regulation of apoptotic signaling pathway","36/2928",0.0504390172814958,0.205294432098963,0.163151762262885,36,"apoptosis","TEAD1-only",0.0122950819672131
"GO:0040014","regulation of multicellular organism growth","17/2928",0.0509717222654726,0.206468619005522,0.164084913060364,17,"proliferation","TEAD1-only",0.00580601092896175
"GO:0034612","response to tumor necrosis factor","52/2928",0.0515793082587036,0.208644119121673,0.165813828326717,52,"apoptosis","TEAD1-only",0.0177595628415301
"GO:0021535","cell migration in hindbrain","6/2928",0.0526625259784918,0.210863889540402,0.16757792612485,6,"migration","TEAD1-only",0.00204918032786885
"GO:0000082","G1/S transition of mitotic cell cycle","53/2928",0.0528398496632045,0.211287993450571,0.167914970337979,53,"proliferation","TEAD1-only",0.0181010928961749
"GO:0044344","cellular response to fibroblast growth factor stimulus","27/2928",0.0531662305211111,0.212163015660105,0.168610368717979,27,"proliferation","TEAD1-only",0.00922131147540984
"GO:1904019","epithelial cell apoptotic process","19/2928",0.0540974010418923,0.214864710983838,0.17075746227847,19,"apoptosis","TEAD1-only",0.00648907103825137
"GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","17/2928",0.0587808820597967,0.228858723703866,0.181878795736268,17,"apoptosis","TEAD1-only",0.00580601092896175
"GO:0033032","regulation of myeloid cell apoptotic process","9/2928",0.0611286783753934,0.232245783438542,0.184570562672917,9,"apoptosis","TEAD1-only",0.00307377049180328
"GO:0034390","smooth muscle cell apoptotic process","10/2928",0.0611601370299254,0.232245783438542,0.184570562672917,10,"apoptosis","TEAD1-only",0.00341530054644809
"GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","19/2928",0.0616254134684186,0.233034630610927,0.185197475955537,19,"proliferation","TEAD1-only",0.00648907103825137
"GO:0071774","response to fibroblast growth factor","28/2928",0.0621817422052327,0.234688488756739,0.18651183148025,28,"proliferation","TEAD1-only",0.00956284153005465
"GO:0010421","hydrogen peroxide-mediated programmed cell death","5/2928",0.063855335139953,0.237371779747639,0.188644298734006,5,"apoptosis","TEAD1-only",0.00170765027322404
"GO:0010819","regulation of T cell chemotaxis","5/2928",0.063855335139953,0.237371779747639,0.188644298734006,5,"migration","TEAD1-only",0.00170765027322404
"GO:0043652","engulfment of apoptotic cell","5/2928",0.063855335139953,0.237371779747639,0.188644298734006,5,"apoptosis","TEAD1-only",0.00170765027322404
"GO:0071356","cellular response to tumor necrosis factor","47/2928",0.0655777930821766,0.242707554384191,0.192884750002413,47,"apoptosis","TEAD1-only",0.016051912568306
"GO:0043616","keratinocyte proliferation","14/2928",0.065987820509278,0.243463791629618,0.193485747496689,14,"proliferation","TEAD1-only",0.00478142076502732
"GO:1902807","negative regulation of cell cycle G1/S phase transition","20/2928",0.066602699075752,0.245426384265442,0.195045460752743,20,"proliferation","TEAD1-only",0.00683060109289617
"GO:0002042","cell migration involved in sprouting angiogenesis","17/2928",0.0673756103712102,0.247399019755478,0.196613155274271,17,"migration","TEAD1-only",0.00580601092896175
"GO:2000648","positive regulation of stem cell proliferation","13/2928",0.0683184695502356,0.249573273332281,0.198341079889833,13,"proliferation","TEAD1-only",0.00443989071038251
"GO:0000281","mitotic cytokinesis","24/2928",0.0685902782605466,0.249670568517407,0.198418402400486,24,"proliferation","TEAD1-only",0.00819672131147541
"GO:0030071","regulation of mitotic metaphase/anaphase transition","24/2928",0.0685902782605466,0.249670568517407,0.198418402400486,24,"proliferation","TEAD1-only",0.00819672131147541
"GO:1904037","positive regulation of epithelial cell apoptotic process","6/2928",0.0709146935037123,0.254965465464745,0.202626367317636,6,"apoptosis","TEAD1-only",0.00204918032786885
"GO:2001224","positive regulation of neuron migration","6/2928",0.0709146935037123,0.254965465464745,0.202626367317636,6,"migration","TEAD1-only",0.00204918032786885
"GO:0050670","regulation of lymphocyte proliferation","46/2928",0.0739105337125787,0.260900581015662,0.207343127297269,46,"proliferation","TEAD1-only",0.0157103825136612
"GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","10/2928",0.0741416794415457,0.260900581015662,0.207343127297269,10,"apoptosis","TEAD1-only",0.00341530054644809
"GO:0033688","regulation of osteoblast proliferation","9/2928",0.0752198584202092,0.260900581015662,0.207343127297269,9,"proliferation","TEAD1-only",0.00307377049180328
"GO:0042059","negative regulation of epidermal growth factor receptor signaling pathway","9/2928",0.0752198584202092,0.260900581015662,0.207343127297269,9,"proliferation","TEAD1-only",0.00307377049180328
"GO:0033598","mammary gland epithelial cell proliferation","8/2928",0.0754310398982422,0.260900581015662,0.207343127297269,8,"proliferation","TEAD1-only",0.00273224043715847
"GO:0060561","apoptotic process involved in morphogenesis","8/2928",0.0754310398982422,0.260900581015662,0.207343127297269,8,"apoptosis","TEAD1-only",0.00273224043715847
"GO:0051402","neuron apoptotic process","64/2928",0.0777935751813965,0.267508644929404,0.212594693360947,64,"apoptosis","TEAD1-only",0.0218579234972678
"GO:0044772","mitotic cell cycle phase transition","94/2928",0.0799592033777506,0.273367166718387,0.217250582682228,94,"proliferation","TEAD1-only",0.032103825136612
"GO:2000045","regulation of G1/S transition of mitotic cell cycle","38/2928",0.0817314058462928,0.277661572788956,0.22066343665553,38,"proliferation","TEAD1-only",0.0129781420765027
"GO:0030890","positive regulation of B cell proliferation","12/2928",0.0828864408370951,0.280138182109611,0.222631649679967,12,"proliferation","TEAD1-only",0.00409836065573771
"GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","12/2928",0.0828864408370951,0.280138182109611,0.222631649679967,12,"apoptosis","TEAD1-only",0.00409836065573771
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle","24/2928",0.0842822771345187,0.284044713030798,0.225736251191122,24,"proliferation","TEAD1-only",0.00819672131147541
"GO:0032760","positive regulation of tumor necrosis factor production","22/2928",0.0844377005819301,0.284244773631321,0.22589524351839,22,"apoptosis","TEAD1-only",0.00751366120218579
"GO:0060044","negative regulation of cardiac muscle cell proliferation","5/2928",0.0877831776481985,0.290711161344174,0.23103421655356,5,"proliferation","TEAD1-only",0.00170765027322404
"GO:0097468","programmed cell death in response to reactive oxygen species","5/2928",0.0877831776481985,0.290711161344174,0.23103421655356,5,"apoptosis","TEAD1-only",0.00170765027322404
"GO:0007405","neuroblast proliferation","19/2928",0.0884341768529114,0.292006528950934,0.232063672178149,19,"proliferation","TEAD1-only",0.00648907103825137
"GO:0071604","transforming growth factor beta production","10/2928",0.0887170900732983,0.292006528950934,0.232063672178149,10,"proliferation","TEAD1-only",0.00341530054644809
"GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway","9/2928",0.0911397331655443,0.296593412470885,0.235708964073907,9,"proliferation","TEAD1-only",0.00307377049180328
"GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus","9/2928",0.0911397331655443,0.296593412470885,0.235708964073907,9,"proliferation","TEAD1-only",0.00307377049180328
"GO:0008356","asymmetric cell division","6/2928",0.0923377619589378,0.296593412470885,0.235708964073907,6,"proliferation","TEAD1-only",0.00204918032786885
"GO:1903975","regulation of glial cell migration","6/2928",0.0923377619589378,0.296593412470885,0.235708964073907,6,"migration","TEAD1-only",0.00204918032786885
"GO:1904754","positive regulation of vascular associated smooth muscle cell migration","6/2928",0.0923377619589378,0.296593412470885,0.235708964073907,6,"migration","TEAD1-only",0.00204918032786885
"GO:2000291","regulation of myoblast proliferation","6/2928",0.0923377619589378,0.296593412470885,0.235708964073907,6,"proliferation","TEAD1-only",0.00204918032786885
"GO:0051450","myoblast proliferation","8/2928",0.0929044827316412,0.296593412470885,0.235708964073907,8,"proliferation","TEAD1-only",0.00273224043715847
"GO:0055022","negative regulation of cardiac muscle tissue growth","8/2928",0.0929044827316412,0.296593412470885,0.235708964073907,8,"proliferation","TEAD1-only",0.00273224043715847
"GO:0061117","negative regulation of heart growth","8/2928",0.0929044827316412,0.296593412470885,0.235708964073907,8,"proliferation","TEAD1-only",0.00273224043715847
"GO:0040037","negative regulation of fibroblast growth factor receptor signaling pathway","7/2928",0.0935629384505854,0.296593412470885,0.235708964073907,7,"proliferation","TEAD1-only",0.00239071038251366
"GO:0010762","regulation of fibroblast migration","11/2928",0.100727973832676,0.315067732104533,0.250390890778011,11,"migration","TEAD1-only",0.0037568306010929
"GO:0001938","positive regulation of endothelial cell proliferation","22/2928",0.103423069873705,0.321966190169693,0.255873239123849,22,"proliferation","TEAD1-only",0.00751366120218579
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","22/2928",0.103423069873705,0.321966190169693,0.255873239123849,22,"apoptosis","TEAD1-only",0.00751366120218579
"GO:2000106","regulation of leukocyte apoptotic process","20/2928",0.104166517959026,0.323939807294545,0.257441713771015,20,"apoptosis","TEAD1-only",0.00683060109289617
"GO:0002052","positive regulation of neuroblast proliferation","10/2928",0.104890030498463,0.324145796600473,0.257605417763988,10,"proliferation","TEAD1-only",0.00341530054644809
"GO:0048147","negative regulation of fibroblast proliferation","10/2928",0.104890030498463,0.324145796600473,0.257605417763988,10,"proliferation","TEAD1-only",0.00341530054644809
"GO:2001233","regulation of apoptotic signaling pathway","80/2928",0.105470649596172,0.325430294218012,0.258626234781679,80,"apoptosis","TEAD1-only",0.0273224043715847
"GO:0071634","regulation of transforming growth factor beta production","9/2928",0.108880636403345,0.32679002177278,0.259706838597816,9,"proliferation","TEAD1-only",0.00307377049180328
"GO:2000352","negative regulation of endothelial cell apoptotic process","9/2928",0.108880636403345,0.32679002177278,0.259706838597816,9,"apoptosis","TEAD1-only",0.00307377049180328
"GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway","4/2928",0.109224512177519,0.32679002177278,0.259706838597816,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:0048245","eosinophil chemotaxis","4/2928",0.109224512177519,0.32679002177278,0.259706838597816,4,"migration","TEAD1-only",0.00136612021857923
"GO:0060768","regulation of epithelial cell proliferation involved in prostate gland development","4/2928",0.109224512177519,0.32679002177278,0.259706838597816,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:0072124","regulation of glomerular mesangial cell proliferation","4/2928",0.109224512177519,0.32679002177278,0.259706838597816,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:0072203","cell proliferation involved in metanephros development","4/2928",0.109224512177519,0.32679002177278,0.259706838597816,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:1904753","negative regulation of vascular associated smooth muscle cell migration","4/2928",0.109224512177519,0.32679002177278,0.259706838597816,4,"migration","TEAD1-only",0.00136612021857923
"GO:2001054","negative regulation of mesenchymal cell apoptotic process","4/2928",0.109224512177519,0.32679002177278,0.259706838597816,4,"apoptosis","TEAD1-only",0.00136612021857923
"GO:0008543","fibroblast growth factor receptor signaling pathway","19/2928",0.109957584496976,0.328552895580758,0.261107831140468,19,"proliferation","TEAD1-only",0.00648907103825137
"GO:0010758","regulation of macrophage chemotaxis","8/2928",0.112488205683335,0.333408879038392,0.264966982363091,8,"migration","TEAD1-only",0.00273224043715847
"GO:0090023","positive regulation of neutrophil chemotaxis","7/2928",0.115352234137834,0.333408879038392,0.264966982363091,7,"migration","TEAD1-only",0.00239071038251366
"GO:0010663","positive regulation of striated muscle cell apoptotic process","5/2928",0.11567194727208,0.333408879038392,0.264966982363091,5,"apoptosis","TEAD1-only",0.00170765027322404
"GO:0010666","positive regulation of cardiac muscle cell apoptotic process","5/2928",0.11567194727208,0.333408879038392,0.264966982363091,5,"apoptosis","TEAD1-only",0.00170765027322404
"GO:0010763","positive regulation of fibroblast migration","5/2928",0.11567194727208,0.333408879038392,0.264966982363091,5,"migration","TEAD1-only",0.00170765027322404
"GO:1901722","regulation of cell proliferation involved in kidney development","5/2928",0.11567194727208,0.333408879038392,0.264966982363091,5,"proliferation","TEAD1-only",0.00170765027322404
"GO:0061050","regulation of cell growth involved in cardiac muscle cell development","6/2928",0.116827402853495,0.333408879038392,0.264966982363091,6,"proliferation","TEAD1-only",0.00204918032786885
"GO:0010837","regulation of keratinocyte proliferation","11/2928",0.116957896736009,0.333408879038392,0.264966982363091,11,"proliferation","TEAD1-only",0.0037568306010929
"GO:0030888","regulation of B cell proliferation","15/2928",0.122628866547296,0.346353371307487,0.275254240052979,15,"proliferation","TEAD1-only",0.00512295081967213
"GO:0072577","endothelial cell apoptotic process","15/2928",0.122628866547296,0.346353371307487,0.275254240052979,15,"apoptosis","TEAD1-only",0.00512295081967213
"GO:0051302","regulation of cell division","38/2928",0.125258467933466,0.352486739529364,0.280128555560591,38,"proliferation","TEAD1-only",0.0129781420765027
"GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","22/2928",0.136589945003094,0.374535485924122,0.297651153680827,22,"apoptosis","TEAD1-only",0.00751366120218579
"GO:0071624","positive regulation of granulocyte chemotaxis","7/2928",0.139527997070358,0.378336537686439,0.30067192870689,7,"migration","TEAD1-only",0.00239071038251366
"GO:1900117","regulation of execution phase of apoptosis","7/2928",0.139527997070358,0.378336537686439,0.30067192870689,7,"apoptosis","TEAD1-only",0.00239071038251366
"GO:0046641","positive regulation of alpha-beta T cell proliferation","6/2928",0.144188768434278,0.380013726685818,0.302004825747004,6,"proliferation","TEAD1-only",0.00204918032786885
"GO:0060973","cell migration involved in heart development","6/2928",0.144188768434278,0.380013726685818,0.302004825747004,6,"migration","TEAD1-only",0.00204918032786885
"GO:0048010","vascular endothelial growth factor receptor signaling pathway","14/2928",0.145445445768377,0.380013726685818,0.302004825747004,14,"proliferation","TEAD1-only",0.00478142076502732
"GO:0048012","hepatocyte growth factor receptor signaling pathway","4/2928",0.146446216975869,0.380013726685818,0.302004825747004,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:0051549","positive regulation of keratinocyte migration","4/2928",0.146446216975869,0.380013726685818,0.302004825747004,4,"migration","TEAD1-only",0.00136612021857923
"GO:0060767","epithelial cell proliferation involved in prostate gland development","4/2928",0.146446216975869,0.380013726685818,0.302004825747004,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:0070341","fat cell proliferation","4/2928",0.146446216975869,0.380013726685818,0.302004825747004,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:1903588","negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","4/2928",0.146446216975869,0.380013726685818,0.302004825747004,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:1904936","interneuron migration","4/2928",0.146446216975869,0.380013726685818,0.302004825747004,4,"migration","TEAD1-only",0.00136612021857923
"GO:0097152","mesenchymal cell apoptotic process","5/2928",0.147176657918874,0.380013726685818,0.302004825747004,5,"apoptosis","TEAD1-only",0.00170765027322404
"GO:0101023","vascular endothelial cell proliferation","9/2928",0.149635216043624,0.384850590415543,0.305848782123521,9,"proliferation","TEAD1-only",0.00307377049180328
"GO:0007346","regulation of mitotic cell cycle","102/2928",0.152428610824876,0.391015396125538,0.310748081657905,102,"proliferation","TEAD1-only",0.0348360655737705
"GO:0072678","T cell migration","15/2928",0.152980844010766,0.391922352751392,0.311468858983871,15,"migration","TEAD1-only",0.00512295081967213
"GO:0002043","blood vessel endothelial cell proliferation involved in sprouting angiogenesis","8/2928",0.157670634370108,0.401503792686015,0.319083428918218,8,"proliferation","TEAD1-only",0.00273224043715847
"GO:0070059","intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","16/2928",0.159764375914845,0.405962033775892,0.322626485994679,16,"apoptosis","TEAD1-only",0.00546448087431694
"GO:0033209","tumor necrosis factor-mediated signaling pathway","25/2928",0.160489907240339,0.407455714735447,0.323813545372366,25,"apoptosis","TEAD1-only",0.00853825136612022
"GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","12/2928",0.16357522299883,0.413338244964592,0.328488514701233,12,"proliferation","TEAD1-only",0.00409836065573771
"GO:0042102","positive regulation of T cell proliferation","20/2928",0.166671954649541,0.416539116391885,0.331032313910984,20,"proliferation","TEAD1-only",0.00683060109289617
"GO:2000351","regulation of endothelial cell apoptotic process","13/2928",0.172361010226931,0.426761528880005,0.339156278087522,13,"apoptosis","TEAD1-only",0.00443989071038251
"GO:0000132","establishment of mitotic spindle orientation","9/2928",0.172479513282496,0.426761528880005,0.339156278087522,9,"proliferation","TEAD1-only",0.00307377049180328
"GO:0033687","osteoblast proliferation","9/2928",0.172479513282496,0.426761528880005,0.339156278087522,9,"proliferation","TEAD1-only",0.00307377049180328
"GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","9/2928",0.172479513282496,0.426761528880005,0.339156278087522,9,"proliferation","TEAD1-only",0.00307377049180328
"GO:0060416","response to growth hormone","9/2928",0.172479513282496,0.426761528880005,0.339156278087522,9,"proliferation","TEAD1-only",0.00307377049180328
"GO:2000403","positive regulation of lymphocyte migration","9/2928",0.172479513282496,0.426761528880005,0.339156278087522,9,"migration","TEAD1-only",0.00307377049180328
"GO:0043537","negative regulation of blood vessel endothelial cell migration","11/2928",0.173748065594703,0.426761528880005,0.339156278087522,11,"migration","TEAD1-only",0.0037568306010929
"GO:0090051","negative regulation of cell migration involved in sprouting angiogenesis","6/2928",0.174151587064078,0.426761528880005,0.339156278087522,6,"migration","TEAD1-only",0.00204918032786885
"GO:0061450","trophoblast cell migration","5/2928",0.181841187198492,0.438926248105068,0.348823833893642,5,"migration","TEAD1-only",0.00170765027322404
"GO:1902033","regulation of hematopoietic stem cell proliferation","5/2928",0.181841187198492,0.438926248105068,0.348823833893642,5,"proliferation","TEAD1-only",0.00170765027322404
"GO:2000345","regulation of hepatocyte proliferation","5/2928",0.181841187198492,0.438926248105068,0.348823833893642,5,"proliferation","TEAD1-only",0.00170765027322404
"GO:0032640","tumor necrosis factor production","33/2928",0.182272407522,0.439384157928796,0.349187744370584,33,"apoptosis","TEAD1-only",0.0112704918032787
"GO:0032680","regulation of tumor necrosis factor production","33/2928",0.182272407522,0.439384157928796,0.349187744370584,33,"apoptosis","TEAD1-only",0.0112704918032787
"GO:0042129","regulation of T cell proliferation","33/2928",0.182272407522,0.439384157928796,0.349187744370584,33,"proliferation","TEAD1-only",0.0112704918032787
"GO:2000406","positive regulation of T cell migration","8/2928",0.183015739590894,0.440279328007687,0.34989915468212,8,"migration","TEAD1-only",0.00273224043715847
"GO:0040001","establishment of mitotic spindle localization","10/2928",0.18478651558664,0.44291883322873,0.351996824472344,10,"proliferation","TEAD1-only",0.00341530054644809
"GO:0048246","macrophage chemotaxis","10/2928",0.18478651558664,0.44291883322873,0.351996824472344,10,"migration","TEAD1-only",0.00341530054644809
"GO:0021534","cell proliferation in hindbrain","4/2928",0.187741657893827,0.443004438363504,0.352064856656434,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:0021924","cell proliferation in external granule layer","4/2928",0.187741657893827,0.443004438363504,0.352064856656434,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:0021930","cerebellar granule cell precursor proliferation","4/2928",0.187741657893827,0.443004438363504,0.352064856656434,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:0040015","negative regulation of multicellular organism growth","4/2928",0.187741657893827,0.443004438363504,0.352064856656434,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:2000288","positive regulation of myoblast proliferation","4/2928",0.187741657893827,0.443004438363504,0.352064856656434,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:0044843","cell cycle G1/S phase transition","54/2928",0.190889693844401,0.450073788116001,0.357683016186531,54,"proliferation","TEAD1-only",0.0184426229508197
"GO:1901991","negative regulation of mitotic cell cycle phase transition","40/2928",0.194505011889217,0.454907850826423,0.36152474653465,40,"proliferation","TEAD1-only",0.0136612021857923
"GO:0010658","striated muscle cell apoptotic process","11/2928",0.195169150599576,0.454907850826423,0.36152474653465,11,"apoptosis","TEAD1-only",0.0037568306010929
"GO:0071364","cellular response to epidermal growth factor stimulus","11/2928",0.195169150599576,0.454907850826423,0.36152474653465,11,"proliferation","TEAD1-only",0.0037568306010929
"GO:1902108","regulation of mitochondrial membrane permeability involved in apoptotic process","11/2928",0.195169150599576,0.454907850826423,0.36152474653465,11,"apoptosis","TEAD1-only",0.0037568306010929
"GO:1903587","regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","6/2928",0.206387046509474,0.472860449571455,0.375792050779115,6,"proliferation","TEAD1-only",0.00204918032786885
"GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","10/2928",0.20817569450065,0.475669405426583,0.378024386518555,10,"apoptosis","TEAD1-only",0.00341530054644809
"GO:0010575","positive regulation of vascular endothelial growth factor production","8/2928",0.209973958931821,0.478116925339944,0.379969481584972,8,"proliferation","TEAD1-only",0.00273224043715847
"GO:0072676","lymphocyte migration","20/2928",0.212016835064974,0.480918217675168,0.382195726965485,20,"migration","TEAD1-only",0.00683060109289617
"GO:0071706","tumor necrosis factor superfamily cytokine production","33/2928",0.217395179229849,0.48771593653399,0.38759801576526,33,"apoptosis","TEAD1-only",0.0112704918032787
"GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","33/2928",0.217395179229849,0.48771593653399,0.38759801576526,33,"apoptosis","TEAD1-only",0.0112704918032787
"GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","14/2928",0.218368410675797,0.48771593653399,0.38759801576526,14,"apoptosis","TEAD1-only",0.00478142076502732
"GO:0035728","response to hepatocyte growth factor","5/2928",0.219134281048307,0.48771593653399,0.38759801576526,5,"proliferation","TEAD1-only",0.00170765027322404
"GO:2000811","negative regulation of anoikis","5/2928",0.219134281048307,0.48771593653399,0.38759801576526,5,"apoptosis","TEAD1-only",0.00170765027322404
"GO:1901990","regulation of mitotic cell cycle phase transition","69/2928",0.224443054602351,0.495661751596036,0.393912720537004,69,"proliferation","TEAD1-only",0.0235655737704918
"GO:0044346","fibroblast apoptotic process","7/2928",0.224463246751838,0.495661751596036,0.393912720537004,7,"apoptosis","TEAD1-only",0.00239071038251366
"GO:0042098","T cell proliferation","39/2928",0.225857137468347,0.497070486998022,0.395032271910347,39,"proliferation","TEAD1-only",0.0133196721311475
"GO:0002523","leukocyte migration involved in inflammatory response","4/2928",0.232167649114106,0.501339906747266,0.398425268733531,4,"migration","TEAD1-only",0.00136612021857923
"GO:0034088","maintenance of mitotic sister chromatid cohesion","4/2928",0.232167649114106,0.501339906747266,0.398425268733531,4,"proliferation","TEAD1-only",0.00136612021857923
"GO:0036462","TRAIL-activated apoptotic signaling pathway","4/2928",0.232167649114106,0.501339906747266,0.398425268733531,4,"apoptosis","TEAD1-only",0.00136612021857923
"GO:0050930","induction of positive chemotaxis","4/2928",0.232167649114106,0.501339906747266,0.398425268733531,4,"migration","TEAD1-only",0.00136612021857923
"GO:0051547","regulation of keratinocyte migration","4/2928",0.232167649114106,0.501339906747266,0.398425268733531,4,"migration","TEAD1-only",0.00136612021857923
"GO:0070234","positive regulation of T cell apoptotic process","4/2928",0.232167649114106,0.501339906747266,0.398425268733531,4,"apoptosis","TEAD1-only",0.00136612021857923
"GO:2001053","regulation of mesenchymal cell apoptotic process","4/2928",0.232167649114106,0.501339906747266,0.398425268733531,4,"apoptosis","TEAD1-only",0.00136612021857923
"GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","13/2928",0.232703721984153,0.501339906747266,0.398425268733531,13,"apoptosis","TEAD1-only",0.00443989071038251
"GO:0010659","cardiac muscle cell apoptotic process","10/2928",0.232710497437435,0.501339906747266,0.398425268733531,10,"apoptosis","TEAD1-only",0.00341530054644809
"GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","29/2928",0.236181711397464,0.508263042927342,0.403927229291433,29,"apoptosis","TEAD1-only",0.00990437158469945
"GO:0000086","G2/M transition of mitotic cell cycle","30/2928",0.237942026369652,0.510534089812617,0.405732077565815,30,"proliferation","TEAD1-only",0.0102459016393443
"GO:1905562","regulation of vascular endothelial cell proliferation","8/2928",0.238346585038789,0.510534089812617,0.405732077565815,8,"proliferation","TEAD1-only",0.00273224043715847
"GO:0010623","programmed cell death involved in cell development","6/2928",0.240525101148839,0.512392926061494,0.407209333459518,6,"apoptosis","TEAD1-only",0.00204918032786885
"GO:0010839","negative regulation of keratinocyte proliferation","6/2928",0.240525101148839,0.512392926061494,0.407209333459518,6,"proliferation","TEAD1-only",0.00204918032786885
"GO:0045930","negative regulation of mitotic cell cycle","48/2928",0.255007521506485,0.536845696603189,0.426642459654408,48,"proliferation","TEAD1-only",0.0163934426229508
"GO:0010661","positive regulation of muscle cell apoptotic process","7/2928",0.256085738680433,0.536845696603189,0.426642459654408,7,"apoptosis","TEAD1-only",0.00239071038251366
"GO:0010662","regulation of striated muscle cell apoptotic process","10/2928",0.25825504645925,0.537870207290785,0.427456659642345,10,"apoptosis","TEAD1-only",0.00341530054644809
"GO:2000404","regulation of T cell migration","10/2928",0.25825504645925,0.537870207290785,0.427456659642345,10,"migration","TEAD1-only",0.00341530054644809
