"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","pathway_category","target_group"
"GO:1902548","negative regulation of cellular response to vascular endothelial growth factor stimulus","4/1739","13/15151",0.307692307692308,2.68076259565621,2.18299698198062,0.0529200985977569,0.217585970611357,0.174382018262631,"ENSG00000092421/ENSG00000151388/ENSG00000051382/ENSG00000168811",4,"proliferation","Shared"
"GO:2001053","regulation of mesenchymal cell apoptotic process","4/1739","13/15151",0.307692307692308,2.68076259565621,2.18299698198062,0.0529200985977569,0.217585970611357,0.174382018262631,"ENSG00000131018/ENSG00000125618/ENSG00000275410/ENSG00000164690",4,"apoptosis","Shared"
"GO:0042100","B cell proliferation","14/1739","77/15151",0.181818181818182,1.58408698834231,1.85019700567126,0.0538905561308325,0.220299002511775,0.176556349526161,"ENSG00000075426/ENSG00000134061/ENSG00000177425/ENSG00000081189/ENSG00000168685/ENSG00000107338/ENSG00000185950/ENSG00000154822/ENSG00000125726/ENSG00000113494/ENSG00000149311/ENSG00000134215/ENSG00000109743/ENSG00000081237",14,"proliferation","Shared"
"GO:0051302","regulation of cell division","26/1739","164/15151",0.158536585365854,1.38124658129848,1.76758319282226,0.0547267553159584,0.22323480205805,0.17890921560781,"ENSG00000163235/ENSG00000186185/ENSG00000150630/ENSG00000145431/ENSG00000137177/ENSG00000140285/ENSG00000121691/ENSG00000149295/ENSG00000138685/ENSG00000122966/ENSG00000144283/ENSG00000213626/ENSG00000136997/ENSG00000092969/ENSG00000124151/ENSG00000174808/ENSG00000170962/ENSG00000171552/ENSG00000140443/ENSG00000113578/ENSG00000164690/ENSG00000115561/ENSG00000198382/ENSG00000171843/ENSG00000171132/ENSG00000115008",26,"proliferation","Shared"
"GO:0034390","smooth muscle cell apoptotic process","7/1739","31/15151",0.225806451612903,1.96733384036061,1.9412911174521,0.0577497589708704,0.231080488293878,0.185197059427036,"ENSG00000137764/ENSG00000078401/ENSG00000150907/ENSG00000168811/ENSG00000070018/ENSG00000091831/ENSG00000115252",7,"apoptosis","Shared"
"GO:0060973","cell migration involved in heart development","5/1739","19/15151",0.263157894736842,2.29275748312702,2.03027576036203,0.0583900599571265,0.231844086911642,0.1858090376154,"ENSG00000075223/ENSG00000078401/ENSG00000164093/ENSG00000125848/ENSG00000019549",5,"migration","Shared"
"GO:0055022","negative regulation of cardiac muscle tissue growth","6/1739","25/15151",0.24,2.09099482461185,1.96580294684992,0.0591916192754775,0.232949279766088,0.186694782960039,"ENSG00000164442/ENSG00000151748/ENSG00000114861/ENSG00000082482/ENSG00000144560/ENSG00000117152",6,"proliferation","Shared"
"GO:0061117","negative regulation of heart growth","6/1739","25/15151",0.24,2.09099482461185,1.96580294684992,0.0591916192754775,0.232949279766088,0.186694782960039,"ENSG00000164442/ENSG00000151748/ENSG00000114861/ENSG00000082482/ENSG00000144560/ENSG00000117152",6,"proliferation","Shared"
"GO:0051402","neuron apoptotic process","41/1739","280/15151",0.146428571428571,1.27575577096854,1.67703788628555,0.0603359662292921,0.237246204009011,0.190138508305462,"ENSG00000106278/ENSG00000163359/ENSG00000099250/ENSG00000197442/ENSG00000128052/ENSG00000107984/ENSG00000157240/ENSG00000124479/ENSG00000109654/ENSG00000151090/ENSG00000138685/ENSG00000134259/ENSG00000108691/ENSG00000081189/ENSG00000064393/ENSG00000096968/ENSG00000154188/ENSG00000026103/ENSG00000122966/ENSG00000181104/ENSG00000158828/ENSG00000140557/ENSG00000145715/ENSG00000164830/ENSG00000132821/ENSG00000092969/ENSG00000001084/ENSG00000149311/ENSG00000120899/ENSG00000125247/ENSG00000171552/ENSG00000120868/ENSG00000154153/ENSG00000277586/ENSG00000082701/ENSG00000152223/ENSG00000102468/ENSG00000142273/ENSG00000137275/ENSG00000135250/ENSG00000165806",41,"apoptosis","Shared"
"GO:0007405","neuroblast proliferation","13/1739","72/15151",0.180555555555556,1.5730863842566,1.75513045837702,0.064601080420547,0.250887426629832,0.201071124620313,"ENSG00000038427/ENSG00000172201/ENSG00000104320/ENSG00000150630/ENSG00000064309/ENSG00000149295/ENSG00000138685/ENSG00000129682/ENSG00000004487/ENSG00000134532/ENSG00000084733/ENSG00000164690/ENSG00000106571",13,"proliferation","Shared"
"GO:0010663","positive regulation of striated muscle cell apoptotic process","4/1739","14/15151",0.285714285714286,2.48927955310934,2.00738037676062,0.0675746977926562,0.25595382862185,0.205131539922897,"ENSG00000145349/ENSG00000197442/ENSG00000162909/ENSG00000141646",4,"apoptosis","Shared"
"GO:0010666","positive regulation of cardiac muscle cell apoptotic process","4/1739","14/15151",0.285714285714286,2.48927955310934,2.00738037676062,0.0675746977926562,0.25595382862185,0.205131539922897,"ENSG00000145349/ENSG00000197442/ENSG00000162909/ENSG00000141646",4,"apoptosis","Shared"
"GO:1902806","regulation of cell cycle G1/S phase transition","28/1739","183/15151",0.153005464480874,1.33305680986183,1.63219224686768,0.0689328007832214,0.259629679594355,0.208077512540603,"ENSG00000162733/ENSG00000166483/ENSG00000182621/ENSG00000118762/ENSG00000146648/ENSG00000145632/ENSG00000022267/ENSG00000135046/ENSG00000169372/ENSG00000108691/ENSG00000115170/ENSG00000134480/ENSG00000172716/ENSG00000137710/ENSG00000075711/ENSG00000205542/ENSG00000134982/ENSG00000106462/ENSG00000149311/ENSG00000134371/ENSG00000049618/ENSG00000117713/ENSG00000166164/ENSG00000175215/ENSG00000080503/ENSG00000176390/ENSG00000207725/ENSG00000141564",28,"proliferation","Shared"
"GO:0001938","positive regulation of endothelial cell proliferation","15/1739","87/15151",0.172413793103448,1.50215145446253,1.69135017542009,0.0695999305437731,0.260835582107101,0.209043970595825,"ENSG00000259207/ENSG00000184304/ENSG00000112902/ENSG00000099250/ENSG00000128052/ENSG00000140285/ENSG00000171951/ENSG00000138685/ENSG00000140945/ENSG00000168610/ENSG00000118257/ENSG00000114251/ENSG00000105971/ENSG00000189403/ENSG00000141564",15,"proliferation","Shared"
"GO:0090051","negative regulation of cell migration involved in sprouting angiogenesis","5/1739","20/15151",0.25,2.17811960897067,1.89836580247041,0.0707782166355787,0.261285361867452,0.209404441917406,"ENSG00000137801/ENSG00000133121/ENSG00000137764/ENSG00000166068/ENSG00000253008",5,"migration","Shared"
"GO:0014911","positive regulation of smooth muscle cell migration","8/1739","39/15151",0.205128205128205,1.78717506377081,1.77236022090915,0.0718529716453741,0.264221491325893,0.211757572403736,"ENSG00000162733/ENSG00000259207/ENSG00000083857/ENSG00000099250/ENSG00000128512/ENSG00000147459/ENSG00000170962/ENSG00000104415",8,"migration","Shared"
"GO:0010656","negative regulation of muscle cell apoptotic process","9/1739","46/15151",0.195652173913043,1.70461534615096,1.72337577433427,0.0749155601938574,0.27300635102116,0.218798107046252,"ENSG00000137764/ENSG00000125618/ENSG00000078401/ENSG00000096968/ENSG00000120899/ENSG00000140443/ENSG00000070018/ENSG00000091831/ENSG00000151929",9,"apoptosis","Shared"
"GO:1902692","regulation of neuroblast proliferation","9/1739","46/15151",0.195652173913043,1.70461534615096,1.72337577433427,0.0749155601938574,0.27300635102116,0.218798107046252,"ENSG00000038427/ENSG00000172201/ENSG00000150630/ENSG00000064309/ENSG00000149295/ENSG00000138685/ENSG00000004487/ENSG00000164690/ENSG00000106571",9,"proliferation","Shared"
"GO:2000403","positive regulation of lymphocyte migration","7/1739","33/15151",0.212121212121212,1.84810148639936,1.75617163711256,0.0768796897971463,0.278198571370541,0.222959358165731,"ENSG00000259207/ENSG00000143322/ENSG00000172939/ENSG00000137845/ENSG00000156234/ENSG00000120899/ENSG00000114251",7,"migration","Shared"
"GO:0010661","positive regulation of muscle cell apoptotic process","6/1739","27/15151",0.222222222222222,1.93610631908504,1.75300461604303,0.0813935328786366,0.291189726074013,0.23337098429396,"ENSG00000145349/ENSG00000197442/ENSG00000150907/ENSG00000162909/ENSG00000168811/ENSG00000141646",6,"apoptosis","Shared"
"GO:0021801","cerebral cortex radial glia-guided migration","6/1739","27/15151",0.222222222222222,1.93610631908504,1.75300461604303,0.0813935328786366,0.291189726074013,0.23337098429396,"ENSG00000054654/ENSG00000173406/ENSG00000171943/ENSG00000115310/ENSG00000091136/ENSG00000106571",6,"migration","Shared"
"GO:0022030","telencephalon glial cell migration","6/1739","27/15151",0.222222222222222,1.93610631908504,1.75300461604303,0.0813935328786366,0.291189726074013,0.23337098429396,"ENSG00000054654/ENSG00000173406/ENSG00000171943/ENSG00000115310/ENSG00000091136/ENSG00000106571",6,"migration","Shared"
"GO:0033032","regulation of myeloid cell apoptotic process","6/1739","27/15151",0.222222222222222,1.93610631908504,1.75300461604303,0.0813935328786366,0.291189726074013,0.23337098429396,"ENSG00000049130/ENSG00000151012/ENSG00000135046/ENSG00000081189/ENSG00000051382/ENSG00000019549",6,"apoptosis","Shared"
"GO:0042098","T cell proliferation","27/1739","179/15151",0.150837988826816,1.31417272496555,1.52252495680392,0.083688950563139,0.292667628605501,0.234555433941666,"ENSG00000162692/ENSG00000049130/ENSG00000111913/ENSG00000136244/ENSG00000150782/ENSG00000163513/ENSG00000177425/ENSG00000135046/ENSG00000104312/ENSG00000096968/ENSG00000197646/ENSG00000134516/ENSG00000075711/ENSG00000117586/ENSG00000125347/ENSG00000138814/ENSG00000125726/ENSG00000071051/ENSG00000115904/ENSG00000164690/ENSG00000114423/ENSG00000152661/ENSG00000107798/ENSG00000158092/ENSG00000189403/ENSG00000115008/ENSG00000081237",27,"proliferation","Shared"
"GO:0021535","cell migration in hindbrain","4/1739","15/15151",0.266666666666667,2.32332758290205,1.84636164519386,0.0840881965509098,0.292667628605501,0.234555433941666,"ENSG00000173406/ENSG00000066032/ENSG00000076356/ENSG00000142599",4,"migration","Shared"
"GO:0034392","negative regulation of smooth muscle cell apoptotic process","4/1739","15/15151",0.266666666666667,2.32332758290205,1.84636164519386,0.0840881965509098,0.292667628605501,0.234555433941666,"ENSG00000137764/ENSG00000078401/ENSG00000070018/ENSG00000091831",4,"apoptosis","Shared"
"GO:0035729","cellular response to hepatocyte growth factor stimulus","4/1739","15/15151",0.266666666666667,2.32332758290205,1.84636164519386,0.0840881965509098,0.292667628605501,0.234555433941666,"ENSG00000099250/ENSG00000151388/ENSG00000001084/ENSG00000118260",4,"proliferation","Shared"
"GO:1900119","positive regulation of execution phase of apoptosis","4/1739","15/15151",0.266666666666667,2.32332758290205,1.84636164519386,0.0840881965509098,0.292667628605501,0.234555433941666,"ENSG00000078098/ENSG00000164741/ENSG00000102468/ENSG00000137275",4,"apoptosis","Shared"
"GO:0072111","cell proliferation involved in kidney development","5/1739","21/15151",0.238095238095238,2.07439962759112,1.77404800516484,0.0844888219344044,0.292667628605501,0.234555433941666,"ENSG00000259207/ENSG00000136997/ENSG00000170962/ENSG00000164690/ENSG00000147257",5,"proliferation","Shared"
"GO:1903587","regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","5/1739","21/15151",0.238095238095238,2.07439962759112,1.77404800516484,0.0844888219344044,0.292667628605501,0.234555433941666,"ENSG00000137801/ENSG00000138685/ENSG00000168811/ENSG00000253008/ENSG00000207725",5,"proliferation","Shared"
"GO:1904019","epithelial cell apoptotic process","12/1739","68/15151",0.176470588235294,1.53749619456753,1.59954079060058,0.084839913501582,0.293461735196794,0.235191862428835,"ENSG00000136244/ENSG00000163513/ENSG00000153246/ENSG00000153113/ENSG00000151748/ENSG00000096968/ENSG00000148737/ENSG00000174808/ENSG00000171552/ENSG00000140443/ENSG00000137693/ENSG00000091831",12,"apoptosis","Shared"
"GO:2001238","positive regulation of extrinsic apoptotic signaling pathway","10/1739","54/15151",0.185185185185185,1.61342193257087,1.6259986748499,0.0848732300771834,0.293461735196794,0.235191862428835,"ENSG00000137801/ENSG00000105974/ENSG00000138696/ENSG00000162772/ENSG00000186153/ENSG00000180370/ENSG00000141682/ENSG00000121858/ENSG00000137275/ENSG00000081237",10,"apoptosis","Shared"
"GO:0048247","lymphocyte chemotaxis","7/1739","34/15151",0.205882352941176,1.79374556032879,1.66838891696985,0.087675552670937,0.300405245081459,0.240756666373282,"ENSG00000108691/ENSG00000172939/ENSG00000137845/ENSG00000156234/ENSG00000120899/ENSG00000138135/ENSG00000114251",7,"migration","Shared"
"GO:2001234","negative regulation of apoptotic signaling pathway","32/1739","219/15151",0.146118721461187,1.27305620980934,1.46563038301288,0.090140412296876,0.306996818350825,0.246039414369435,"ENSG00000137801/ENSG00000112319/ENSG00000137764/ENSG00000099250/ENSG00000064655/ENSG00000091409/ENSG00000169083/ENSG00000074800/ENSG00000157240/ENSG00000171951/ENSG00000138685/ENSG00000115170/ENSG00000026508/ENSG00000158828/ENSG00000148737/ENSG00000004487/ENSG00000182010/ENSG00000105176/ENSG00000001084/ENSG00000051382/ENSG00000171552/ENSG00000198836/ENSG00000092871/ENSG00000158161/ENSG00000137693/ENSG00000019549/ENSG00000207725/ENSG00000082701/ENSG00000138448/ENSG00000106366/ENSG00000115008/ENSG00000137275",32,"apoptosis","Shared"
"GO:2000404","regulation of T cell migration","8/1739","41/15151",0.195121951219512,1.69999579236735,1.61608597286003,0.0912385237055855,0.30943657113299,0.247994728919451,"ENSG00000259207/ENSG00000111913/ENSG00000143322/ENSG00000172939/ENSG00000137845/ENSG00000156234/ENSG00000136141/ENSG00000114251",8,"migration","Shared"
"GO:0002043","blood vessel endothelial cell proliferation involved in sprouting angiogenesis","6/1739","28/15151",0.214285714285714,1.86695966483201,1.65336320028843,0.0940101156722501,0.314883941159591,0.252360467100056,"ENSG00000137801/ENSG00000112902/ENSG00000138685/ENSG00000168811/ENSG00000253008/ENSG00000207725",6,"proliferation","Shared"
"GO:0033688","regulation of osteoblast proliferation","6/1739","28/15151",0.214285714285714,1.86695966483201,1.65336320028843,0.0940101156722501,0.314883941159591,0.252360467100056,"ENSG00000259207/ENSG00000142871/ENSG00000186575/ENSG00000166949/ENSG00000140443/ENSG00000138448",6,"proliferation","Shared"
"GO:0042059","negative regulation of epidermal growth factor receptor signaling pathway","6/1739","28/15151",0.214285714285714,1.86695966483201,1.65336320028843,0.0940101156722501,0.314883941159591,0.252360467100056,"ENSG00000146648/ENSG00000265491/ENSG00000149177/ENSG00000070159/ENSG00000114423/ENSG00000142273",6,"proliferation","Shared"
"GO:0071356","cellular response to tumor necrosis factor","29/1739","197/15151",0.147208121827411,1.28254758700811,1.43732626815002,0.095572287461311,0.316401907656122,0.253577025596803,"ENSG00000137801/ENSG00000124253/ENSG00000162692/ENSG00000197442/ENSG00000130402/ENSG00000078401/ENSG00000108691/ENSG00000114861/ENSG00000096968/ENSG00000026103/ENSG00000168743/ENSG00000207971/ENSG00000012504/ENSG00000205542/ENSG00000086666/ENSG00000112851/ENSG00000164251/ENSG00000169756/ENSG00000127863/ENSG00000151388/ENSG00000182197/ENSG00000035681/ENSG00000125726/ENSG00000120899/ENSG00000109320/ENSG00000092871/ENSG00000204397/ENSG00000169429/ENSG00000137275",29,"apoptosis","Shared"
"GO:0042074","cell migration involved in gastrulation","3/1739","10/15151",0.3,2.61374353076481,1.83808914196655,0.097809119849989,0.316401907656122,0.253577025596803,"ENSG00000126016/ENSG00000115109/ENSG00000147257",3,"migration","Shared"
"GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway","3/1739","10/15151",0.3,2.61374353076481,1.83808914196655,0.097809119849989,0.316401907656122,0.253577025596803,"ENSG00000146674/ENSG00000169083/ENSG00000062038",3,"proliferation","Shared"
"GO:0048245","eosinophil chemotaxis","3/1739","10/15151",0.3,2.61374353076481,1.83808914196655,0.097809119849989,0.316401907656122,0.253577025596803,"ENSG00000171951/ENSG00000108691/ENSG00000035664",3,"migration","Shared"
"GO:0060397","growth hormone receptor signaling pathway via JAK-STAT","3/1739","10/15151",0.3,2.61374353076481,1.83808914196655,0.097809119849989,0.316401907656122,0.253577025596803,"ENSG00000096968/ENSG00000162434/ENSG00000168610",3,"proliferation","Shared"
"GO:0072203","cell proliferation involved in metanephros development","3/1739","10/15151",0.3,2.61374353076481,1.83808914196655,0.097809119849989,0.316401907656122,0.253577025596803,"ENSG00000136997/ENSG00000164690/ENSG00000147257",3,"proliferation","Shared"
"GO:1902237","positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","3/1739","10/15151",0.3,2.61374353076481,1.83808914196655,0.097809119849989,0.316401907656122,0.253577025596803,"ENSG00000141682/ENSG00000071051/ENSG00000158092",3,"apoptosis","Shared"
"GO:1904753","negative regulation of vascular associated smooth muscle cell migration","3/1739","10/15151",0.3,2.61374353076481,1.83808914196655,0.097809119849989,0.316401907656122,0.253577025596803,"ENSG00000140416/ENSG00000081189/ENSG00000120063",3,"migration","Shared"
"GO:2000035","regulation of stem cell division","3/1739","10/15151",0.3,2.61374353076481,1.83808914196655,0.097809119849989,0.316401907656122,0.253577025596803,"ENSG00000213626/ENSG00000124151/ENSG00000171843",3,"proliferation","Shared"
"GO:2001223","negative regulation of neuron migration","3/1739","10/15151",0.3,2.61374353076481,1.83808914196655,0.097809119849989,0.316401907656122,0.253577025596803,"ENSG00000149295/ENSG00000168610/ENSG00000178568",3,"migration","Shared"
"GO:0010623","programmed cell death involved in cell development","5/1739","22/15151",0.227272727272727,1.98010873542788,1.65649383525975,0.0994844000232984,0.318552192851126,0.255300349352887,"ENSG00000182168/ENSG00000049130/ENSG00000138685/ENSG00000171552/ENSG00000115008",5,"apoptosis","Shared"
"GO:1904036","negative regulation of epithelial cell apoptotic process","5/1739","22/15151",0.227272727272727,1.98010873542788,1.65649383525975,0.0994844000232984,0.318552192851126,0.255300349352887,"ENSG00000153113/ENSG00000148737/ENSG00000174808/ENSG00000140443/ENSG00000137693",5,"apoptosis","Shared"
"GO:1902033","regulation of hematopoietic stem cell proliferation","4/1739","16/15151",0.25,2.17811960897067,1.69772560340052,0.102363946159406,0.3233925559624,0.259179608140097,"ENSG00000049130/ENSG00000019549/ENSG00000114251/ENSG00000207725",4,"proliferation","Shared"
"GO:1904037","positive regulation of epithelial cell apoptotic process","4/1739","16/15151",0.25,2.17811960897067,1.69772560340052,0.102363946159406,0.3233925559624,0.259179608140097,"ENSG00000136244/ENSG00000153246/ENSG00000151748/ENSG00000096968",4,"apoptosis","Shared"
"GO:2000401","regulation of lymphocyte migration","10/1739","56/15151",0.178571428571429,1.55579972069334,1.5003932928063,0.102842833475059,0.324171306771455,0.259803729894938,"ENSG00000259207/ENSG00000111913/ENSG00000143322/ENSG00000108691/ENSG00000172939/ENSG00000137845/ENSG00000156234/ENSG00000120899/ENSG00000136141/ENSG00000114251",10,"migration","Shared"
"GO:0032760","positive regulation of tumor necrosis factor production","14/1739","85/15151",0.164705882352941,1.43499644826303,1.44812325336147,0.104345836816648,0.328010126369895,0.262880312026779,"ENSG00000137801/ENSG00000181722/ENSG00000136244/ENSG00000104312/ENSG00000096968/ENSG00000149177/ENSG00000154589/ENSG00000168610/ENSG00000135218/ENSG00000114251/ENSG00000189403/ENSG00000115008/ENSG00000137275/ENSG00000081237",14,"apoptosis","Shared"
"GO:2000106","regulation of leukocyte apoptotic process","13/1739","78/15151",0.166666666666667,1.45207973931378,1.44135789297679,0.106812679021371,0.335022189478861,0.268500057241467,"ENSG00000049130/ENSG00000151012/ENSG00000008513/ENSG00000135046/ENSG00000081189/ENSG00000114861/ENSG00000168685/ENSG00000185950/ENSG00000051382/ENSG00000171552/ENSG00000109756/ENSG00000114251/ENSG00000153208",13,"apoptosis","Shared"
"GO:0030511","positive regulation of transforming growth factor beta receptor signaling pathway","6/1739","29/15151",0.206896551724138,1.80258174535504,1.55773290775956,0.107609353288957,0.33585009381823,0.269163572583113,"ENSG00000137801/ENSG00000169554/ENSG00000164442/ENSG00000064393/ENSG00000168743/ENSG00000141646",6,"proliferation","Shared"
"GO:1902624","positive regulation of neutrophil migration","6/1739","29/15151",0.206896551724138,1.80258174535504,1.55773290775956,0.107609353288957,0.33585009381823,0.269163572583113,"ENSG00000111913/ENSG00000078401/ENSG00000115310/ENSG00000035664/ENSG00000115008/ENSG00000169429",6,"migration","Shared"
"GO:1903846","positive regulation of cellular response to transforming growth factor beta stimulus","6/1739","29/15151",0.206896551724138,1.80258174535504,1.55773290775956,0.107609353288957,0.33585009381823,0.269163572583113,"ENSG00000137801/ENSG00000169554/ENSG00000164442/ENSG00000064393/ENSG00000168743/ENSG00000141646",6,"proliferation","Shared"
"GO:2000406","positive regulation of T cell migration","6/1739","29/15151",0.206896551724138,1.80258174535504,1.55773290775956,0.107609353288957,0.33585009381823,0.269163572583113,"ENSG00000259207/ENSG00000143322/ENSG00000172939/ENSG00000137845/ENSG00000156234/ENSG00000114251",6,"migration","Shared"
"GO:0021799","cerebral cortex radially oriented cell migration","7/1739","36/15151",0.194444444444444,1.69409302919941,1.50132318838335,0.111686514304597,0.346100099488958,0.277378333263882,"ENSG00000054654/ENSG00000173406/ENSG00000171943/ENSG00000115310/ENSG00000091136/ENSG00000150764/ENSG00000106571",7,"migration","Shared"
"GO:0072577","endothelial cell apoptotic process","10/1739","57/15151",0.175438596491228,1.52850498875135,1.4394403786059,0.112592253807433,0.348146293244345,0.279018234015838,"ENSG00000137801/ENSG00000259207/ENSG00000112902/ENSG00000177119/ENSG00000197442/ENSG00000128052/ENSG00000171951/ENSG00000108691/ENSG00000154188/ENSG00000106366",10,"apoptosis","Shared"
"GO:0010658","striated muscle cell apoptotic process","8/1739","43/15151",0.186046511627907,1.62092622062934,1.46818260578255,0.113338579905526,0.34893694502149,0.279651893678059,"ENSG00000145349/ENSG00000197442/ENSG00000125618/ENSG00000096968/ENSG00000162909/ENSG00000120868/ENSG00000141646/ENSG00000151929",8,"apoptosis","Shared"
"GO:0021846","cell proliferation in forebrain","5/1739","23/15151",0.217391304347826,1.89401705127885,1.54499933615519,0.115711685762299,0.352854365365732,0.282791469561984,"ENSG00000147862/ENSG00000159217/ENSG00000150764/ENSG00000004848/ENSG00000106571",5,"proliferation","Shared"
"GO:1905523","positive regulation of macrophage migration","5/1739","23/15151",0.217391304347826,1.89401705127885,1.54499933615519,0.115711685762299,0.352854365365732,0.282791469561984,"ENSG00000137801/ENSG00000184371/ENSG00000115310/ENSG00000149177/ENSG00000169398",5,"migration","Shared"
"GO:2000209","regulation of anoikis","5/1739","23/15151",0.217391304347826,1.89401705127885,1.54499933615519,0.115711685762299,0.352854365365732,0.282791469561984,"ENSG00000105974/ENSG00000169398/ENSG00000171552/ENSG00000196781/ENSG00000019549",5,"apoptosis","Shared"
"GO:2000177","regulation of neural precursor cell proliferation","15/1739","94/15151",0.159574468085106,1.39028911210894,1.36675437447887,0.116808102496852,0.355944776351846,0.285268247377692,"ENSG00000038427/ENSG00000106278/ENSG00000172201/ENSG00000150630/ENSG00000064309/ENSG00000170558/ENSG00000149295/ENSG00000138685/ENSG00000186575/ENSG00000150907/ENSG00000004487/ENSG00000173404/ENSG00000164690/ENSG00000114251/ENSG00000106571",15,"proliferation","Shared"
"GO:0044772","mitotic cell cycle phase transition","57/1739","425/15151",0.134117647058824,1.16849710787133,1.26868513965281,0.118047976812701,0.358139026726997,0.287026806571179,"ENSG00000162733/ENSG00000147862/ENSG00000150457/ENSG00000166483/ENSG00000091436/ENSG00000105810/ENSG00000172201/ENSG00000060982/ENSG00000182621/ENSG00000080986/ENSG00000011426/ENSG00000104320/ENSG00000118762/ENSG00000146648/ENSG00000145632/ENSG00000022267/ENSG00000170312/ENSG00000140534/ENSG00000135046/ENSG00000169372/ENSG00000119408/ENSG00000108691/ENSG00000152253/ENSG00000117724/ENSG00000185630/ENSG00000115170/ENSG00000134480/ENSG00000172716/ENSG00000137710/ENSG00000075711/ENSG00000058091/ENSG00000198887/ENSG00000040275/ENSG00000134982/ENSG00000106462/ENSG00000111907/ENSG00000138411/ENSG00000136997/ENSG00000138814/ENSG00000143971/ENSG00000100526/ENSG00000149311/ENSG00000101773/ENSG00000134371/ENSG00000049618/ENSG00000117713/ENSG00000166164/ENSG00000175215/ENSG00000135083/ENSG00000085563/ENSG00000151491/ENSG00000080503/ENSG00000176390/ENSG00000207725/ENSG00000183580/ENSG00000156831/ENSG00000141564",57,"proliferation","Shared"
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","14/1739","87/15151",0.160919540229885,1.40200802416503,1.35404634627528,0.120336999967501,0.358139026726997,0.287026806571179,"ENSG00000137801/ENSG00000181722/ENSG00000136244/ENSG00000104312/ENSG00000096968/ENSG00000149177/ENSG00000154589/ENSG00000168610/ENSG00000135218/ENSG00000114251/ENSG00000189403/ENSG00000115008/ENSG00000137275/ENSG00000081237",14,"apoptosis","Shared"
"GO:0010575","positive regulation of vascular endothelial growth factor production","6/1739","30/15151",0.2,1.74249568717654,1.4657963674287,0.122158590551038,0.358139026726997,0.287026806571179,"ENSG00000136244/ENSG00000137573/ENSG00000168610/ENSG00000183287/ENSG00000170425/ENSG00000115008",6,"proliferation","Shared"
"GO:2000352","negative regulation of endothelial cell apoptotic process","6/1739","30/15151",0.2,1.74249568717654,1.4657963674287,0.122158590551038,0.358139026726997,0.287026806571179,"ENSG00000259207/ENSG00000112902/ENSG00000128052/ENSG00000171951/ENSG00000154188/ENSG00000106366",6,"apoptosis","Shared"
"GO:0035234","ectopic germ cell programmed cell death","4/1739","17/15151",0.235294117647059,2.04999492609004,1.55971098662887,0.122278666070268,0.358139026726997,0.287026806571179,"ENSG00000182168/ENSG00000049130/ENSG00000171552/ENSG00000115008",4,"apoptosis","Shared"
"GO:1903975","regulation of glial cell migration","4/1739","17/15151",0.235294117647059,2.04999492609004,1.55971098662887,0.122278666070268,0.358139026726997,0.287026806571179,"ENSG00000156299/ENSG00000184371/ENSG00000133818/ENSG00000207725",4,"migration","Shared"
"GO:1904754","positive regulation of vascular associated smooth muscle cell migration","4/1739","17/15151",0.235294117647059,2.04999492609004,1.55971098662887,0.122278666070268,0.358139026726997,0.287026806571179,"ENSG00000162733/ENSG00000083857/ENSG00000128512/ENSG00000147459",4,"migration","Shared"
"GO:0010838","positive regulation of keratinocyte proliferation","3/1739","11/15151",0.272727272727273,2.37613048251346,1.64400205096637,0.123461391659853,0.358139026726997,0.287026806571179,"ENSG00000140285/ENSG00000062038/ENSG00000134250",3,"proliferation","Shared"
"GO:0033083","regulation of immature T cell proliferation","3/1739","11/15151",0.272727272727273,2.37613048251346,1.64400205096637,0.123461391659853,0.358139026726997,0.287026806571179,"ENSG00000104312/ENSG00000164690/ENSG00000115008",3,"proliferation","Shared"
"GO:0033084","regulation of immature T cell proliferation in thymus","3/1739","11/15151",0.272727272727273,2.37613048251346,1.64400205096637,0.123461391659853,0.358139026726997,0.287026806571179,"ENSG00000104312/ENSG00000164690/ENSG00000115008",3,"proliferation","Shared"
"GO:0051549","positive regulation of keratinocyte migration","3/1739","11/15151",0.272727272727273,2.37613048251346,1.64400205096637,0.123461391659853,0.358139026726997,0.287026806571179,"ENSG00000140285/ENSG00000168615/ENSG00000166974",3,"migration","Shared"
"GO:0061517","macrophage proliferation","3/1739","11/15151",0.272727272727273,2.37613048251346,1.64400205096637,0.123461391659853,0.358139026726997,0.287026806571179,"ENSG00000124479/ENSG00000184371/ENSG00000169398",3,"proliferation","Shared"
"GO:1900747","negative regulation of vascular endothelial growth factor signaling pathway","3/1739","11/15151",0.272727272727273,2.37613048251346,1.64400205096637,0.123461391659853,0.358139026726997,0.287026806571179,"ENSG00000092421/ENSG00000051382/ENSG00000168811",3,"proliferation","Shared"
"GO:1904936","interneuron migration","3/1739","11/15151",0.272727272727273,2.37613048251346,1.64400205096637,0.123461391659853,0.358139026726997,0.287026806571179,"ENSG00000165323/ENSG00000149295/ENSG00000004848",3,"migration","Shared"
