"pathway","description","pval","padj","log2err","ES","NES","size","leadingEdge"
"GO:0043379","memory T cell differentiation",0.0992458004799451,0.541357578341587,0.0582215137439884,0.623623159630848,1.38928566863238,11,"PCK1;IL12RB1;IL23R;IL23A;IFNL1;FGL2"
"GO:0043380","regulation of memory T cell differentiation",0.0843394273887547,0.511668461728526,0.0636600886299947,0.650766409406037,1.41682743888113,10,"PCK1;IL12RB1;IL23R;IL23A;IFNL1;FGL2"
"GO:0043383","negative T cell selection",0.304760262159365,0.754410784548734,0.0311467176047931,0.527736784789441,1.14897134576911,10,"CCR7;SHH;SPN;CD74"
"GO:0043388","positive regulation of DNA binding",0.164739069111425,0.634832217512495,0.0579561436845735,-0.391533157764228,-1.22397132231403,31,"H1-0;SUMO4;IL32;TWIST1;HMGB1;NIBAN2;GATA3;RB1;TRIM6;CEBPG;EDF1;SKI;PAX6;FOXC1;PRKN"
"GO:0043392","negative regulation of DNA binding",0.694535519125683,0.959097668958783,0.0247149038210022,-0.283899715554085,-0.860005009701344,27,"NFIB;SUMO4;TFAP4;GATA1;ZNF675"
"GO:0043393","regulation of protein binding",0.658253205128205,0.950524220262037,0.0325433433422922,-0.232224747159501,-0.927300397254843,109,"DAB2;DACT1;DKK1;AURKA;MAP2;PLK1;BDNF;RAN;RIPK2;ITGA4;LRRK2"
"GO:0043401","steroid hormone receptor signaling pathway",0.170294494238156,0.642098190073482,0.0708158139319178,-0.278831664203811,-1.13429956365415,124,"DAB2;KDM5D;LMO3;UFL1;DDX17;NEDD4;BRCA1;AR;PMEPA1;NKX3-1;YWHAH;ESRRG;PRMT2;SFRP1;KANK2;ERRFI1;FOXP1;NCOR2;PDE3A;LBH;DDX5;PPARGC1B;PIAS2;SKP2;CRY1;MAPK1;NR2E1;NR1D1;ESR1;PAQR7;LATS1;RXRA;DNAAF4;PAQR8;UBE3A;PGRMC2;KDM3A;KDM4C;PPARD;HDAC6;NR4A3;VPS18;UBR5;PADI2"
"GO:0043403","skeletal muscle tissue regeneration",0.195820081781009,0.667044266918165,0.0374461871714783,0.408575445433304,1.20691889916607,39,"MYMK;HOPX;XIRP1;WNT10B;TMEM182;MYOZ1"
"GO:0043405","regulation of MAP kinase activity",0.273366034734191,0.731310113837549,0.0283109803250037,0.318269284350563,1.10684377020958,110,"ARHGEF5;TRIB1;CBLC;CRIPTO;PIK3R5;CD24;FLT1;DUSP10;MST1R;PAQR3;CDK5RAP3;NEK10;MAP3K5;CD300A;AGT;BMP2;KSR1;GHR;PDGFRB;PIK3CG;ADRA2A;IRAK3;HYAL2;TAOK3;PAK1;DUSP1;ERN1;INSR;FGF18;PDGFA;TNFRSF11A;AIDA"
"GO:0043406","positive regulation of MAP kinase activity",0.583783016188583,0.910467170533186,0.0172692708617024,0.287845102567982,0.932327114481459,67,"ARHGEF5;CRIPTO;PIK3R5;CD24;FLT1;MST1R;NEK10;MAP3K5;GHR;PDGFRB;PIK3CG;ADRA2A;TAOK3;PAK1;ERN1;INSR;FGF18;PDGFA;TNFRSF11A"
"GO:0043407","negative regulation of MAP kinase activity",0.352307225258045,0.788492692463928,0.02624541843463,0.365475393577237,1.07462549061471,38,"CBLC;DUSP10;PAQR3;CDK5RAP3;CD300A;AGT;BMP2;IRAK3;HYAL2;DUSP1;AIDA"
"GO:0043409","negative regulation of MAPK cascade",0.662325132657984,0.950524220262037,0.036171170470305,-0.224196768746574,-0.935360084693511,155,"DAB2;CAV1;SH3RF2;DACT1;FOXM1;LMO3;GSTP1;P2RX7;ATF3;MIR221;TBC1D10C;MIR218-1;EFNA1;PBK;SIRT3;DUSP3;FBLN1;SPRED1;RPS6KA6;ZNF675;PTPRC;DUSP6;KLHL31;PTPRR;NLRP6;PTPN22;MYC;DUSP26;NF2;LIF;PTPN6;FOXO1;DLG1"
"GO:0043413","macromolecule glycosylation",0.996870109546166,1,0.00657505854076239,0.184438319475812,0.691670178123561,214,"GALNT13;B3GALT1;ST8SIA2;GCNT4;B3GNT3;MGAT3;B3GAT1;B3GNT2;GALNT14;FUT5;ALG6;SLC39A8;GALNT8;NPC1;GALNT9;MGAT5;ST3GAL5;FUT3;TMTC2;B3GNT6;GALNT11;MGAT2;SLC51B;FUT6;B3GNT7;DERL3;DPY19L1;POMGNT2;TMEM59"
"GO:0043414","macromolecule methylation",1,1,0.0263415113371773,-0.126270135173916,-0.513423986021104,125,"PRMT9;THUMPD2;BHMT;NSUN3;PRMT2;FTSJ1;FBLL1;SNRPG;SNRPD3;PRMT5;TYW3;TFB1M;RAMACL;NSUN4;MTO1;SETD7;RAB6A;KMT5A;N6AMT1;TRDMT1;AKT1;METTL8;METTL18;TRMT1L;RBM15;ZCCHC4;ATPSCKMT;RNMT;NTMT1;SNRPD1;ICMT;SETD2"
"GO:0043433","negative regulation of DNA-binding transcription factor activity",0.915600361897376,1,0.00925780324441405,0.218910457395287,0.780316509500251,133,"ADGRG3;MDFI;BMP7;TRIB1;SIK1;CMKLR1;AIM2;GFI1;ADORA3;HES6;CDK5RAP3;XCL1;SPI1;IL10;FOXH1;NLRP12;PLA2G10;TMIGD3;HES1;FOXP3;MTURN;IRAK3;TNFRSF4;EOMES;CTNNBIP1;ANXA4;TCF7L2;PEX14"
"GO:0043455","regulation of secondary metabolic process",0.753632760898283,0.981148516586628,0.0157468728045392,0.325116241877267,0.792986061563357,16,"CDH3;OPN3"
"GO:0043457","regulation of cellular respiration",0.442962962962963,0.845168298581101,0.0220929842897235,0.330226799275253,1.00763927338444,47,"TRPV4;OPN3;CBFA2T3;NOS2;MLXIPL;DNAJC15;PINK1;SLC25A33;CISD1;ISCU;ARL2;ATP7A"
"GO:0043462","regulation of ATP-dependent activity",0.938899321103568,1,0.010588142127332,0.223479860226704,0.70594933840303,57,"TNNT3;MYBPC3;TNNI3;MYL4;BRSK2;ATP1B1;ATP2A1;MYL3;TNNC1;GABARAPL2;UBLCP1;DNAJB1;VMP1;ATP1B3;DNAJC24;TSC1;IFIT1;DNAJC9;PPIF;AHSA1;ATP1B2;ATP5IF1;SUMO1;HSPA2;TOR1AIP1"
"GO:0043467","regulation of generation of precursor metabolites and energy",0.98199481865285,1,0.00815121668263759,0.196150934504798,0.697968358928484,131,"IGF2;IER3;TRPV4;GCK;OPN3;CBFA2T3;NOS2;GCGR;MLXIPL"
"GO:0043470","regulation of carbohydrate catabolic process",0.958805798765609,1,0.0101724635347669,0.212739797762917,0.677812864640777,60,"IER3;GCK;CBFA2T3"
"GO:0043473","pigmentation",0.384645982498011,0.810350461505006,0.0441065180734917,-0.25936535542244,-1.02559378317104,104,"EDNRB;KITLG;LRMDA;SHROOM3;TYRP1;BACE2;ZEB2;USP13;BLOC1S5;DRD2;EDNRA;KIF13A;BBS5;MEF2C;HPS3;SOD2;ADAMTS9;SHROOM2"
"GO:0043476","pigment accumulation",0.0177486019936786,0.264412467641426,0.168819300017839,-0.669234720782066,-1.651377404404,12,"SHROOM3;BLOC1S5;SHROOM2;RAB32"
"GO:0043482","cellular pigment accumulation",0.0177486019936786,0.264412467641426,0.168819300017839,-0.669234720782066,-1.651377404404,12,"SHROOM3;BLOC1S5;SHROOM2;RAB32"
"GO:0043484","regulation of RNA splicing",0.249346576058547,0.717832049358261,0.0644973452335783,-0.253268532569354,-1.0710619191834,176,"MBNL2;ARB2A;PTBP2;DDX17;FASTK;MBNL1;AHNAK;RBMX;RBM8A;RBM22;RBM7;CLK2;RBM47;CCNL1;DDX5;ZNF326;HSPA1A;CLK1;AHNAK2;MBNL3;ILDR2;PIK3R1;ZNF638;RBPMS;SRSF1;GRSF1;CLK4;TIA1;SRSF3;RBMXL1;YTHDC1;FAM50A;AFF2;SRSF7;PRMT5;SRSF10;HNRNPU;KHDRBS1;RBM12;HNRNPF;DAZAP1;HNRNPA1;SON;RRP1B;POLR2A;REST;SRSF2;CIRBP;SF1;SUPT20H;SUPT3H;KAT2B;HNRNPH1;TRA2B;HNRNPH3;SRRM1;PRDX6;RBM12B"
"GO:0043485","endosome to pigment granule transport",0.175071360608944,0.643330665942311,0.0512029542427593,-0.555100926214786,-1.30269286131951,10,"BLOC1S5;RAB32;RAB38"
"GO:0043487","regulation of RNA stability",0.451880530973451,0.851054799819642,0.0483839694551487,-0.232468717589323,-0.996137109002759,197,"MIR181B1;VIM;MIR199B;MIR125B1;TENT5A;MIR130A;MIR100;FASTK;GDNF;SAMD4A;FASTKD1;NAF1;DHX9;RNASEL;MYD88;PHAX;SYNCRIP;FASTKD2;YBX3;TIRAP;TOB1;RBM47;IKBKE;MIR210;ANGEL2;PAN2;TNKS1BP1;NOCT;MIR26B;MIR204;MIR135B;MIR27B;TUT4;ALKBH5;TRAF5;ZFP36L2;CSDE1;PATL2;HNRNPU;HNRNPD;MIR191"
"GO:0043488","regulation of mRNA stability",0.472118959107807,0.860567537943153,0.046199980919066,-0.233292627054229,-0.992077990901474,185,"MIR181B1;VIM;MIR199B;MIR125B1;TENT5A;MIR130A;MIR100;FASTK;GDNF;SAMD4A;FASTKD1;DHX9;RNASEL;MYD88;SYNCRIP;FASTKD2;YBX3;TIRAP;TOB1;RBM47;IKBKE;MIR210;ANGEL2;PAN2;TNKS1BP1;NOCT;MIR26B;MIR204;MIR135B;MIR27B;TUT4;ALKBH5;TRAF5;ZFP36L2;CSDE1;PATL2;HNRNPU;HNRNPD;MIR191"
"GO:0043489","RNA stabilization",0.943435035995886,1,0.023416283634507,-0.202873553726582,-0.747645902773945,70,"TENT5A;GDNF;NAF1;DHX9;MYD88;PHAX;SYNCRIP;YBX3;TIRAP;RBM47;IKBKE;ANGEL2;NOCT"
"GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction",0.616172193135544,0.924386480959136,0.013598468775674,0.247183119550481,0.945068262223271,271,"PPP1R16B;IGF2;CD40;F2RL1;CCR7;ERBB4;NTRK1;PREX2;CEACAM1;PIK3R5;CSF3;PRR5;COL6A3;RAMP3;AIM2;SELP;SEMA5A;UNC5B;PIK3R3;KDR;PIK3AP1;GAS6;VAV3;FLT1;STOX1;MST1R;HLA-G;SMPD3;RASD2;BTBD10;AGT;PDE3B;OSM;CCL5;VAV1;JAK2;F2R;PDGFRB;KIT;PIK3IP1;PINK1;PIK3CG;GAB2;FGR;PPARA;IGF1;LIN28A;HYAL2;ADAM8;EXTL3;AKR1C2;MIR29A;GDF15;LRP2;IRS2;FBXL2;WNT16;TCF7L2;INSR;PTK2B;PDGFA"
"GO:0043500","muscle adaptation",0.354799513973269,0.78931407487884,0.0241665376312633,0.309006894147581,1.05876506038845,99,"MYMK;NOS3;PI16;MLIP;MYOZ2;CAMK2B;PPARG;TRPC3;HEY2;MYH7;SCN5A;MYOZ1;CASQ1;AGT;TNNT1"
"GO:0043501","skeletal muscle adaptation",0.186020293122886,0.651962147644454,0.0399337564978456,0.478474832592548,1.24160376381751,21,"MYMK;MYOZ2;CAMK2B;MYH7;MYOZ1;TNNT1"
"GO:0043502","regulation of muscle adaptation",0.266321098346876,0.727031708664696,0.0297832610562438,0.339123596898654,1.11687647274701,75,"MYMK;NOS3;PI16;MLIP;CAMK2B;PPARG;TRPC3;MYH7;SCN5A;CASQ1;AGT;TNNT1"
"GO:0043506","regulation of JUN kinase activity",0.469786460699682,0.859534138242262,0.0215164619053811,0.336222120647149,0.993189473969459,39,"ARHGEF5;DUSP10;MAP3K5;TAOK3;PAK1;ERN1;TNFRSF11A;AIDA"
"GO:0043507","positive regulation of JUN kinase activity",0.216493219804478,0.685874940400087,0.036171170470305,0.438370029389847,1.2002634019694,27,"ARHGEF5;MAP3K5;TAOK3;PAK1;ERN1;TNFRSF11A"
"GO:0043508","negative regulation of JUN kinase activity",0.691938579654511,0.957607323232323,0.0226648152822933,-0.344794340180312,-0.83041801758601,11,"GSTP1;ZNF675;PTPN22"
"GO:0043516","regulation of DNA damage response, signal transduction by p53 class mediator",0.980170835875534,1,0.0107608911917601,0.204020369335077,0.5938658676413,36,"PLA2R1;CD74;SOX4;ING4;PMAIP1;HIC1;KDM1A;YJU2"
"GO:0043517","positive regulation of DNA damage response, signal transduction by p53 class mediator",0.788573326689919,0.994740331166578,0.0151752164463014,0.318522049442671,0.765367096527265,15,"PLA2R1"
"GO:0043518","negative regulation of DNA damage response, signal transduction by p53 class mediator",0.592313489073097,0.914212788154566,0.0259758493418935,-0.348326021570973,-0.91036073304529,15,"TWIST1;DYRK3;CD44;SNAI2;MIF"
"GO:0043523","regulation of neuron apoptotic process",0.69216996896634,0.957607323232323,0.0122810040367915,0.24226582485824,0.913534890784894,230,"ASCL1;NPPC;FZD9;CITED1;SNCB;CBLC;ST8SIA2;NTRK1;DRAXIN;NFATC4;PITX3;UNC5B;CNTFR;EN2;KDR;NGF;AGAP2;SIGMAR1;MTNR1B;RAPSN;PCSK9;IL27RA;FGF8;EGR1;MDK;CRLF1;CASP8;IL10;MYB;FOXB1;WFS1;JAK2;F2R;VSTM2L"
"GO:0043524","negative regulation of neuron apoptotic process",0.59498614260519,0.914953683890371,0.0152514940672477,0.259498358919462,0.942345230588729,156,"NPPC;FZD9;CITED1;SNCB;CBLC;NTRK1;DRAXIN;NFATC4;UNC5B;CNTFR;EN2;KDR;NGF;AGAP2;MTNR1B;IL27RA;FGF8;MDK;CRLF1;IL10;FOXB1;WFS1;JAK2;F2R;VSTM2L"
"GO:0043525","positive regulation of neuron apoptotic process",0.643635321100917,0.941205893835184,0.0159837948921306,0.280847825553968,0.901414475120008,63,"ASCL1;ST8SIA2;NFATC4;PITX3;RAPSN;PCSK9;CASP8;MYB"
"GO:0043534","blood vessel endothelial cell migration",0.00617164002183448,0.145381939546601,0.407017918923954,-0.364050031926307,-1.48412514902057,128,"THBS1;RHOJ;CYP1B1;VEGFC;PRKD1;TMSB4X;STARD13;ETS1;ANXA1;MIR2355;AMOT;HDAC9;VEGFA;EMP2;ANGPT1;PLK2;CDH5;EPHA2;SOX18;MIR221;CLEC14A;NRP1;MIR30A;SLIT2;SRPX2;EFNA1;HSPB1;SPRED1;HMOX1;PTGS2;MIR10B;GPX1;MEF2C;FGF2;TBXA2R;MYH9;MIR210;MIR505;HMGB1;SCARB1;CARD10;HDAC7;MIR204;ID1;NR2E1;HIF1A;MIR135B"
"GO:0043535","regulation of blood vessel endothelial cell migration",0.00573487230331827,0.137872938255084,0.407017918923954,-0.377824456898485,-1.48795223152548,102,"THBS1;RHOJ;VEGFC;PRKD1;TMSB4X;STARD13;ETS1;ANXA1;MIR2355;AMOT;HDAC9;VEGFA;ANGPT1;PLK2;EPHA2;MIR221;NRP1;MIR30A;SRPX2;EFNA1;HSPB1;SPRED1;HMOX1;PTGS2;MIR10B;MEF2C;FGF2;TBXA2R;MIR210;MIR505;HMGB1;CARD10;HDAC7;MIR204;NR2E1;HIF1A;MIR135B"
"GO:0043536","positive regulation of blood vessel endothelial cell migration",0.00397318257268866,0.107959686463475,0.407017918923954,-0.455167679911192,-1.63028843696452,60,"THBS1;RHOJ;VEGFC;PRKD1;TMSB4X;ETS1;ANXA1;AMOT;HDAC9;VEGFA;ANGPT1;PLK2;MIR221;NRP1;MIR30A;SRPX2;HSPB1;HMOX1;PTGS2;MIR10B;FGF2;MIR210;HMGB1"
"GO:0043537","negative regulation of blood vessel endothelial cell migration",0.607659831121834,0.919342802420914,0.028723985140975,-0.275361205343401,-0.917933893573729,42,"THBS1;STARD13;MIR2355;MIR221;SPRED1;MEF2C;FGF2;TBXA2R;MIR505;HMGB1;CARD10;MIR204"
"GO:0043542","endothelial cell migration",0.0107462686567164,0.19866994143208,0.34452128726268,-0.300661224404971,-1.30559003793743,221,"THBS1;ATOH8;ITGB3;EDN1;RHOJ;CYP1B1;VEGFC;PRKD1;TMSB4X;ANXA3;STARD13;ETS1;LOXL2;ANXA1;MIR2355;RIN2;AMOT;HDAC9;VEGFA;EMP2;ZEB2;MET;ANGPT1;FSTL1;PLK2;GPI;CDH5;FAP;EPHA2;SOX18;MIR221;CLEC14A;NRP1;MIR30A;SLIT2;SRPX2;EFNA1;HSPB1;SPRED1;STC1;PIK3CD;HMOX1;PTGS2;MIR10B;GPX1;FOXP1;CDH13;ADGRA2;MEF2C;DPP4;FGF2;TBXA2R;MYH9;FUT1;MIR210;MIR505;ADAMTS9;HMGB1;SCARB1;CARD10;LGALS8;HDAC7;MIR204;ID1;PXN;NR2E1;HIF1A;MIR135B;DNAJA4;GATA3;MIR27B;FGF1;SNAI2"
"GO:0043543","protein acylation",0.971682626538988,1,0.00921525273245069,0.205362187039296,0.692432123749353,87,"MBOAT4;ZDHHC22;HHATL;AANAT;ZDHHC9;MAPT;PPM1B;SOX4;ING4;ZDHHC14;ZDHHC15;NAT8;BMAL1;SPHK1;KLF15;ZDHHC12;ARID5A;ZDHHC6;NAA10;ZDHHC11;ZDHHC3;BLOC1S1;PARK7;ZDHHC5;NAA60;DSCC1;FAM161A;ESCO1;SELENOK;NAA35;ZDHHC18"
"GO:0043547","positive regulation of GTPase activity",0.971306708026367,1,0.00829782361485104,0.20294942418314,0.723422664079105,133,"CCL26;F2RL1;CXCL13;CCL24;NTRK1;TGM2;TIAM1;RGS1;ITGA6;RASGRP2;PRTN3;ADAP1;RGS16;RGS6;F2R;ZC3H15"
"GO:0043555","regulation of translation in response to stress",0.78743961352657,0.994740331166578,0.0147497410499638,0.298566908283525,0.781017202376947,22,"KRT13;MAP3K20;PRKCH"
"GO:0043558","regulation of translational initiation in response to stress",0.0998080614203455,0.541427247451344,0.0692905673045036,-0.582262674180914,-1.40234731044246,11,"IMPACT;EIF2AK4;NCK2;PML;PPP1R15A"
"GO:0043562","cellular response to nitrogen levels",0.972060335961604,1,0.0126065703465777,0.229801179812104,0.511942959169048,11,"GABARAPL3;GABARAPL2;BECN1;MAP1LC3B;GABARAPL1;MAP1LC3C;MAP1LC3A;ATG5;MAP1LC3B2;ATG7;GABARAP"
"GO:0043567","regulation of insulin-like growth factor receptor signaling pathway",0.545669291338583,0.892497339902577,0.0281647617119471,-0.339153889760334,-0.938149679448093,19,"IGFBP5;IGFBP3;AR;ZFAND2B;NKX3-1"
"GO:0043568","positive regulation of insulin-like growth factor receptor signaling pathway",0.593652983787513,0.914794665733219,0.019916297646907,0.416044456461628,0.905798445016898,10,"CDH3;GHRHR;IGFBP4;GHSR"
"GO:0043574","peroxisomal transport",0.978381228578961,1,0.0187833384792023,-0.201180327868852,-0.571635706573485,21,"ABCD1;USP9X;ABCD3;PEX2;TRIM37;RAB8B;PEX6;ABCD4;PEX13;PEX12;PEX19;PEX26;PEX5;LONP2;PEX3;PEX1;PEX7;PEX10;PEX16;PEX5L;PEX14"
"GO:0043576","regulation of respiratory gaseous exchange",0.824959742351047,1,0.0140780853907658,0.287373995248358,0.751737810111301,22,"NTSR1;TSHZ3;GLRA1;PASK;NMB;NMBR"
"GO:0043583","ear development",0.371180640430213,0.801091635500352,0.0218477349088295,0.280268358621145,1.04204342031043,196,"USH1G;GJB6;ESRRB;MYO7A;FOXI1;USH1C;HPCA;KCNQ4;GBX2;NOG;DLL1;CALB1;GJB2;FREM2;HOXA13;MAFB;PAX8;SLC26A5;DCHS1;COL2A1;MYCL;SHH;HEY2;NOX3;STOX1;ATP8A2;BMP4;FGF8;TMIE;ANKRD24;ATP8B1;DLX5;HPN;BMP2"
"GO:0043584","nose development",0.17717965653897,0.645120183861497,0.0416238362763518,0.519366377274137,1.26677860092429,16,"ASCL1;DLX5;GNG8;SIX4"
"GO:0043586","tongue development",0.291343669250646,0.747506954760841,0.0307562278304789,0.44925448133603,1.141956438906,19,"WNT10B;CYP26B1;KCNE2;KIT;SIX4;NTF4;HOXC13;WNT10A"
"GO:0043587","tongue morphogenesis",0.414798206278027,0.828921230794178,0.0256415199432076,0.484593005440654,1.05504011404775,10,"CYP26B1;SIX4;HOXC13"
"GO:0043588","skin development",0.00126899131826512,0.0478224585529322,0.45505986738723,0.391627723122459,1.48644849247372,248,"KRT14;KRT17;KRT6A;KRT9;KRT16;KRT75;COMP;KRT36;FGF7;KRT5;SFN;OVOL2;SCEL;POU2F3;CDH3;DKK4;OPN3;SLITRK5;MSX2;CERS3;LRP4;DLL1;WNT10B;NGFR;CYP26B1;KRT85;ETV4;GJB3;MAFB;FOXQ1;SHH;DHCR24;CNFN;CLDN4;ATP8A2;TCHH;SPINK5;PPL;FST;ITGA6;RYR1;PRKCH"
"GO:0043589","skin morphogenesis",0.0432774130804765,0.406473709350714,0.10732131625112,-0.619646962401433,-1.52901659259625,12,"ITGB4;COL1A2;ERRFI1;AHDC1;ITGA2"
"GO:0043604","amide biosynthetic process",0.229475766567755,0.698227827233762,0.0654401996471083,-0.257856843875894,-1.08281870614222,162,"CCN1;ABCA8;CHAC1;DLD;PDK1;SLC7A11;UGT8;ELOVL6;ACACB;ST3GAL1;P2RX7;PAM;ACSS1;PDK4;SIRT3;CBR4;ST6GALNAC5;GNE;PPCS;ST6GALNAC6;DLAT;CARNS1;ACSL6;GGT6;HACD1;HACD2;CPS1;PDK3;UGCG;ASNS;ALOXE3;FASN;PDHX;ST6GALNAC4;ARG2;CHAC2;NANS;B4GALNT1;MGST2;PRKAA1;TECR;PPT1;SLC1A1;B4GALT6"
"GO:0043605","amide catabolic process",0.220442536327609,0.68794086390272,0.0367632352615047,0.497675550755452,1.21387283714642,16,"FTCD;UROC1;TDO2;ALLC"
"GO:0043616","keratinocyte proliferation",0.20613840932566,0.673726707130701,0.0358090996736562,0.385461495236388,1.1802577220232,48,"FGF7;SFN;SDR16C5;OVOL2;CDH3;FST;MDK;LRG1;CD109;EPPK1;FGFR2;FERMT1;EXTL3;WNT16;EREG;IFT74"
"GO:0043627","response to estrogen",0.41829128440367,0.830328808524036,0.0224784762050975,0.317518610432323,1.01655561066783,62,"KRT19;CITED1;SLC34A2;GHRHR;ESR2;OPRK1;ZNF366;F7;CD24;ABCC9;CITED4"
"GO:0043647","inositol phosphate metabolic process",0.337279902853673,0.783496008062064,0.0269961855306423,0.369241959519651,1.08570051192923,38,"P2RY6;PLEK;NTSR1;ADCYAP1R1;IP6K3;GALR2;PLCG2;P2RY1;IP6K1;INPP4B;PPIP5K1"
"GO:0043648","dicarboxylic acid metabolic process",0.211198695297635,0.681293637729865,0.0336402559401336,0.339264615774678,1.15474332355061,93,"PCK1;IDO1;FTCD;ALDH1L1;ASS1;GLUD2;GLUD1;OGDHL;ACMSD;UROC1;QPRT;HOGA1"
"GO:0043649","dicarboxylic acid catabolic process",0.0719149642916459,0.483538860733995,0.0678548833422593,0.597684525374671,1.43615825223309,15,"ALDH1L1;GLUD2;GLUD1;QPRT"
"GO:0043650","dicarboxylic acid biosynthetic process",0.156239544998327,0.620497227654811,0.0449612426330254,0.559039886228461,1.29474401201229,13,"IDO1;GLUD2;GLUD1;ACMSD"
"GO:0043651","linoleic acid metabolic process",0.118717948717949,0.57035382928475,0.0655143420284748,-0.494605569124565,-1.33426961325858,17,"CYP4A22;FADS2;FADS1;GSTP1"
"GO:0043652","engulfment of apoptotic cell",0.367974189166242,0.798267755506063,0.0274331775259348,0.479856962275961,1.08875637519477,12,"MEGF10;XKR7;ADGRB1;XKR5;XKR9;XKR6;ALOX15"
"GO:0043691","reverse cholesterol transport",0.0779524924723988,0.499888541189631,0.0652926206630866,0.613166467000072,1.42010191235377,13,"APOA1;ABCG1"
"GO:0043903","regulation of biological process involved in symbiotic interaction",0.410032362459547,0.826288051565599,0.0378850326355364,-0.290421390591837,-1.01959515717887,54,"CAV1;PTX3;LRRC15;IFITM2;MIR130A;FUCA2;TRIM22;LGALS1;TRIM5;CH25H;FBLN1;CXCL8;RFPL4A;HMGB1;TRIM34;LTF;CIITA;TRIM11"
"GO:0043922","negative regulation by host of viral transcription",0.803780528604885,0.998657134859578,0.0150028633239453,0.322647719365201,0.74725652485339,13,"POU2F3;CCL5"
"GO:0043923","positive regulation by host of viral transcription",0.839649394173756,1,0.0207609354900429,-0.271580429676294,-0.742685069799845,18,"NUCKS1;TFAP4"
"GO:0043931","ossification involved in bone maturation",0.123536017968875,0.577357933579336,0.0499670502581102,0.50088233887428,1.32354037924986,23,"ZBTB16;RFLNB;DCHS1;PHOSPHO1;RYR1;BMP2;IGF1"
"GO:0043949","regulation of cAMP-mediated signaling",0.299207397622193,0.747785610683975,0.0306732603982164,0.46616281137399,1.13701059566969,16,"OPRL1;PDE2A;RASD2;ADCYAP1R1;PDE11A;GIP;PEX5L;OPRM1"
"GO:0043954","cellular component maintenance",0.192112676056338,0.663311024539673,0.03630927349455,0.363204408803569,1.18073977747729,68,"SHANK2;F2RL1;SHANK1;PLXNA4;CD177;PCLO;GRIN2B;BSN;ADGRB3;RAPSN;INAVA;PRTN3;CAMSAP3"
"GO:0044027","negative regulation of gene expression via chromosomal CpG island methylation",0.0241145440844009,0.30962014624411,0.146922135732098,-0.620374232034874,-1.62136706896187,15,"HELLS;UHRF1;BRCA1;WT1;MYC;PRMT5;USP7"
"GO:0044029","positive regulation of gene expression via chromosomal CpG island demethylation",0.65080875356803,0.945558078124073,0.0235105683703133,-0.362980770120918,-0.851831506131943,10,"TET1;APOBEC3C;APOBEC3F;TET3"
"GO:0044042","glucan metabolic process",0.890286512928022,1,0.0246758511862341,-0.213266566054254,-0.803326574217164,77,"GBE1;IRS1;PHKB;PYGL;IL6ST;GYS1;SORBS1;ACADM;WDR45B;PPP1R3C;GYG2;PHKA1;RUBCNL;PPP1CB;NR1D1;PRKAG3;EPM2AIP1;PHKG1;PPP1R3B;PPP1R3D;KHK"
"GO:0044058","regulation of digestive system process",0.0357751277683135,0.372482118772224,0.093923690818302,0.528161723039855,1.49234662231139,31,"APOA1;OPRK1;GHSR;WNK3;NPSR1;SGK1;AQP1;CLDN15;HIP1R"
"GO:0044060","regulation of endocrine process",0.413040111506892,0.828918011481711,0.023925627520731,0.365224747544562,1.03196027770746,31,"F2RL1;OPRK1;CRHR1;SPP1;REN;GDF9;INHBB;AGT"
"GO:0044062","regulation of excretion",0.544957183634634,0.892497339902577,0.0264682798870429,-0.394921459059887,-0.926788879649858,10,"EDN1;DRD2;STC1"
"GO:0044065","regulation of respiratory system process",0.978954401202606,1,0.012125412340243,0.216567682191342,0.510348573346705,14,"TSHZ3;GLRA1"
"GO:0044070","regulation of monoatomic anion transport",0.710438273670124,0.966468753185303,0.0167931839351586,0.355257633892194,0.822781532292309,13,"CA7;ABCB1;ATP8B1"
"GO:0044088","regulation of vacuole organization",0.998700923787529,1,0.00962884122813597,0.167081613265588,0.529005237962944,58,"IRGM;WIPI1;LAPTM4B;MCOLN1;PIP4K2C;PINK1;EFNB1;RALB;WDR45;GRN;RAB3GAP1;IFT20;SCFD1;FNIP1;BECN1;TBC1D14;SMCR8"
"GO:0044090","positive regulation of vacuole organization",0.740899697981243,0.976980495072511,0.0154425157453406,0.302862836726913,0.814723440666277,25,"IRGM;WIPI1;MCOLN1;PIP4K2C;RALB;WDR45;GRN;RAB3GAP1"
"GO:0044091","membrane biogenesis",0.4276361130255,0.837215205192684,0.0383369304741241,-0.27689313940041,-1.01188290866266,68,"CAV1;NLGN1;DMKN;EMP2;SPTBN1;REEP4;CDH2;ANK3;S100A10;UGCG;NLGN3"
"GO:0044241","lipid digestion",0.107669616519174,0.553517103021839,0.0544267856756359,0.551592483669845,1.36428732285093,17,"APOA1;SOAT2;NPC1;AQP1;ARX;ABCG5;AKR1C1;ABCG8;LIMA1;LPCAT3;CYP8B1;LDLR"
